Serial No. Of Polling Station,All India Anna Dravida Munnetra Kazhagam,Naam Tamilar Katchi,Dravida Munnetra Kazhagam,Tamilaga Vettri Kazhagam,Naam Indiar Party,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Puthiya Tamilagam,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Independent.5,Independent.6,Independent.7,Total of Valid Votes,No. Of Rejected Votes,NOTA,Total,No. Of Tendered Votes,Part No,Location and Name of Building in which Polling Station Located,Polling Area,Polling Station Type,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Runner_Up_Party,All India Anna Dravida Munnetra Kazhagam_Rank,Naam Tamilar Katchi_Rank,Dravida Munnetra Kazhagam_Rank,Tamilaga Vettri Kazhagam_Rank,Naam Indiar Party_Rank,All India Puratchi Thalaivar Makkal Munnettra Kazhagam_Rank,Puthiya Tamilagam_Rank,Independent_Rank,Margin_Percentage,Total_Independent_Votes,AIADMK_share_pct,NTK_share_pct,DMK_share_pct,TVK_share_pct,NIP_share_pct,AIPTMK_share_pct,PT_share_pct,IND_share_pct,Cluster_ID
98,133,33,167,130,0,7,3,4,0,0,1,1,0,0,1,477,0,3,480,0,98,"St.  Joseph Primary  School,Main Building,Central Portion, Keelamudiman","1.KeelaMudiman (R.V) And (P) MelaMudiman Block 6 ,
2.KeelaMudiman (R.V) And (P) MelaMudiman Block 7 , 3.KeelaMudiman (R.V) And (P) Melamudiman Block 8 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,167,133,34,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,5,7,6,7.127882599580712,4,27.88259958071279,6.918238993710692,35.0104821802935,27.25366876310272,0.0,1.467505241090147,0.628930817610063,0.8385744234800839,1
99,166,16,130,74,0,0,0,0,0,0,0,0,0,0,0,386,0,2,388,0,99,"St.  Joseph Primary  School, Western Building Hall, Keelamudiman","1.P. Duraisamypuram (R.V) And (P) North Street Block 1 , 2.P.
Duraisamypuram (R.V) And (P) East  Street Block 1 , 3.P.Duraisamypuram (R.V) And (P) West Street Block 1 , 4.P.Duraisamypuram (R.V) And (P) Matathu Street Block 1 , 5.P.Duraisamypuram (R.V) And (P) South Street Block 1 , 6.P.Duraisamypuram (R.V) And (P) Middle Street Block 1 , 7.P.Duraisamypuram (R.V) And (P) M.vengadesawarapuram North Street Block 2 , 8.P.Duraisamypuram (R.V) And (P) M.vengadeswarapuram West Street Block 2 , 9.P.Duraisamypuram (R.V) And (P) M.vengadeswarapuram Mariamman Kovil Street Block 2
, 10.P.Duraisamypuram (R.V) And (P) M.vengadeswarapuram East Street Block 2 , 11.P.Duraisamypuram (R.V) And (P) M.Vengedeswarapuram South Street Block 2 99.OVERSEAS",General,All India Anna Dravida Munnetra Kazhagam,166,130,36,Dravida Munnetra Kazhagam,1,4,2,3,5,5,5,5,9.32642487046632,0,43.00518134715026,4.145077720207254,33.67875647668394,19.17098445595855,0.0,0.0,0.0,0.0,2
100,140,77,241,173,0,2,25,3,1,0,0,1,0,0,0,661,0,2,663,0,100,"B.F.M. Primary  School, North Portion East side, Vellaram","1.Vellaram (R.V) And (P) Vellaram North street Block 1 , 2.Vellaram (R.V) And (P) Vellaram East Street Block 3 999.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,241,173,68,Tamilaga Vettri Kazhagam,3,4,1,2,8,7,5,6,10.2874432677761,3,21.18003025718608,11.64901664145235,36.45990922844176,26.17246596066566,0.0,0.302571860816944,3.7821482602118,0.453857791225416,0
101,111,22,126,119,0,1,1,3,1,1,0,0,1,0,0,383,0,0,383,0,101,"B.F.M. Primary  School, North Portion,
West  Side, Vellaram","1.Vellaram (R.V) And (P) Vellaram South Street Block 2
,999.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,126,119,7,Tamilaga Vettri Kazhagam,3,4,1,2,8,6,6,5,1.827676240208877,3,28.98172323759791,5.744125326370757,32.89817232375979,31.07049608355091,0.0,0.2610966057441254,0.2610966057441254,0.7832898172323759,1
102,251,90,312,224,0,4,76,3,1,0,0,1,0,1,0,960,0,2,962,0,102,"T.D.T.A Middle School Main Building, Katcherithalavaipuram","1.KachieryThalavaipuram (R.V) And (P) KachieryThalavaipuram Block 1 , 2.KachiseryThalavaipuram (R.V) And (P) KachieryThalavaipuram Block 2 , 3.KachieryThalavaipuram (R.V) And (P) KachieryThalavaipuram Block 3 , 4.Kachiery  Thalavaipuram (R.V) And (P) Kachiery  Thalavaipuram Block 4 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,312,251,61,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,6,5,7,6.354166666666666,3,26.14583333333334,9.375,32.5,23.33333333333333,0.0,0.4166666666666667,7.916666666666666,0.3125,0
103,135,45,259,196,7,1,12,3,1,0,0,0,0,1,1,658,0,2,660,0,103,"TNTDA Primary  School, New building South Portion Kakkarampatti","1.Kurukkusalai (R.V) And (P) S.kumarapuram Block 6 ,
2.Kurukkusalai (R.V) And (P) K.Velauthapuram Block 7 , 3.Kurukkusalai (R.V) And (P) Ramachandrapuram Block 8 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,259,196,63,Tamilaga Vettri Kazhagam,3,4,1,2,6,8,5,7,9.574468085106384,3,20.51671732522796,6.838905775075988,39.36170212765958,29.78723404255319,1.063829787234043,0.1519756838905775,1.82370820668693,0.4559270516717325,1
104,98,38,212,132,1,0,6,3,0,1,0,1,0,0,0,490,0,1,491,0,104,"TNTDA Primary  School, New building North Portion Kakkarampatti","1.Kurukkusalai (R.V) And (P) Kakarampatti Block 9 , 2.Kurukkusalai (R.V) And (P) Kila meanachipuram Block 10 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,212,132,80,Tamilaga Vettri Kazhagam,3,4,1,2,7,8,5,6,16.3265306122449,3,20.0,7.755102040816326,43.26530612244898,26.93877551020408,0.2040816326530612,0.0,1.224489795918367,0.6122448979591837,3
105,165,62,237,217,1,0,8,1,0,0,0,0,0,0,0,691,0,4,695,0,105,"Hindu Primary  School South Building,
Chandragiri","1.Chandrageri (R.V) And (P) Chandrageri Block 1 , 2.Chandrageri
(R.V) And (P) Chandrageri Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,237,217,20,Tamilaga Vettri Kazhagam,3,4,1,2,6,8,5,6,2.894356005788712,1,23.87843704775687,8.972503617945007,34.29811866859624,31.40376266280753,0.1447178002894356,0.0,1.157742402315485,0.1447178002894356,1
106,111,74,101,98,0,0,0,2,0,0,0,0,1,1,0,386,0,0,386,0,106,T. D.  T. A. Primary School Melaseithalai,"1.Jegaveerapandiapuram (R.V) And (P) Melasayethalai Block 1 ,
2.Jegaveerapandiapuram (R.V) And (P) Melasayethalai Block 2 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,111,101,10,Dravida Munnetra Kazhagam,1,4,2,3,6,6,6,5,2.590673575129534,2,28.75647668393783,19.17098445595855,26.16580310880829,25.38860103626943,0.0,0.0,0.0,0.5181347150259068,0
107,115,41,289,197,0,0,2,8,0,0,1,1,1,2,2,652,0,2,654,0,107,"Panchayat  Union Middle School, Keelaseithalai","1.Chandrageri (R.V) And (P) Keelasaythalai block 3 , 2.Chandrageri (R.V) And (P) Keelasayethalai Block 499.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,289,197,92,Tamilaga Vettri Kazhagam,3,4,1,2,7,7,6,5,14.11042944785276,8,17.63803680981595,6.288343558282208,44.32515337423312,30.21472392638037,0.0,0.0,0.3067484662576687,1.226993865030675,3
108,140,20,136,186,2,0,6,4,0,1,0,0,1,0,1,494,0,2,496,0,108,"Hindu Primary  School New Building, Jegaveerapandiapuram","1.Jegaveerapandiapuram (R.V) And (P) Aruthathiyar  Block 3 ,
2.Jegaveerapandiapuram (R.V) And (P) North Street Block 3 , 3.Jegaveerapandiyapuram (R.V) And(P) South Street Block 3 , 4.Jegaveerapandiyapuram (R.V) And (P) West Street Block 3 , 5.Jegaveerapandiyapuram (R.V) And(P) K.Subramaniyapuram North Block 4 , 6.Jegaveerapandiyapuram (R.V) And (P) K.Subramaniyapuram South Block 4 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,186,140,46,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,7,8,5,6,9.31174089068826,4,28.34008097165992,4.048582995951417,27.53036437246963,37.65182186234818,0.4048582995951417,0.0,1.214574898785425,0.8097165991902834,1
109,185,43,153,169,2,5,1,3,0,0,0,0,1,0,1,561,0,2,563,0,109,"Natarajam Higher  Sec. School South Building East  Portion
,Kattunayackanpatti","1.Kattunaickkan patti (R.V) And (P) Kattunaickkan patti Block 1 , 2.Kattunaickkan patti (R.V) And (P) Kattunaickkan patti Block 2 ,
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,185,169,16,Tamilaga Vettri Kazhagam,1,4,3,2,7,5,8,6,2.85204991087344,3,32.97682709447415,7.66488413547237,27.27272727272727,30.12477718360071,0.35650623885918,0.8912655971479502,0.17825311942959,0.53475935828877,1
110,106,76,226,150,1,0,10,2,0,0,0,0,1,0,1,571,0,1,572,0,110,"Natarajam Higher  Sec. School South Building West Portion
,Kattunayackanpatti","1.Kattunaickkan patti (R.V) And (P) Kattunaickkan patti Block 3 ,
2.Kattunaickkan patti (R.V) And (P) Kattunaickkan patti Block 4 , 3.Kattunaicken patti (R.V) And (P) Kattunaicken patti Block 5 , 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,226,150,76,Tamilaga Vettri Kazhagam,3,4,1,2,7,8,5,6,13.30998248686515,2,18.56392294220665,13.30998248686515,39.57968476357268,26.26970227670753,0.1751313485113835,0.0,1.751313485113835,0.3502626970227671,3
111,143,28,311,252,1,31,2,5,0,0,0,1,1,2,1,773,0,2,775,0,111,"Hindu Nadar  Middle School South Side,
Athanur","1.Athanoor  (R.V) And (P) Athanoor  Block 1 , 2.Athanoor  (R.V) And (P)
Athanoor  Block 3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,311,252,59,Tamilaga Vettri Kazhagam,3,5,1,2,8,4,7,6,7.632600258732213,5,18.4993531694696,3.622250970245795,40.23285899094437,32.60025873221216,0.129366106080207,4.010349288486417,0.258732212160414,0.646830530401035,3
112,185,41,282,145,1,3,29,5,1,0,1,0,0,0,0,691,0,0,691,0,112,"Hindu Nadar  Middle School Western
Block, Athanur","1.Athanoor  (R.V) And (P) Athanoor  Block 2 , 2.Athanoor  (R.V) And (P)
Milakunatham Block 4 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,282,185,97,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,7,5,6,14.03762662807525,5,26.77279305354558,5.933429811866859,40.81041968162084,20.98408104196816,0.1447178002894356,0.4341534008683068,4.196816208393632,0.723589001447178,3
113,151,39,284,307,0,4,3,4,1,0,1,0,2,0,0,792,0,1,793,0,113,"Panchayat  Union Primary  School West side New building West portion
Eppothumventran","1.Eppothumventran (R.V) And (P) Eppothumventran Block 1 , 2.Eppothumventran (R.V) And (P) Eppothumventran Block 2
99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,307,284,23,Dravida Munnetra Kazhagam,3,4,2,1,8,5,7,5,2.904040404040404,4,19.06565656565657,4.924242424242424,35.85858585858585,38.76262626262626,0.0,0.5050505050505051,0.3787878787878788,0.5050505050505051,1
114,117,85,156,262,1,0,48,4,0,1,1,1,1,0,0,673,0,3,676,0,114,"Panchayat  Union Primary  School West
side New building East  portion Eppothumventran","1.Eppothumventran (R.V) And (P) Eppothumventran Block 5, Door No: 1 to 5, 999.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,262,156,106,Dravida Munnetra Kazhagam,3,4,2,1,7,8,5,6,15.75037147102526,4,17.38484398216939,12.63001485884101,23.17979197622585,38.93016344725112,0.1485884101040119,0.0,7.13224368499257,0.5943536404160475,0
115,139,23,146,79,0,0,19,10,2,0,0,1,1,3,2,416,0,2,418,0,115,"Panchayat  Union Primary  School East
side New building East  portion Eppothumventran","1.Eppothumventran (R.V) And (P) Eppothumventran Block 5, above Door  No: 6 999.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,146,139,7,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,7,5,6,1.682692307692308,10,33.41346153846153,5.528846153846153,35.09615384615385,18.99038461538461,0.0,0.0,4.567307692307692,2.403846153846154,0
116,105,49,255,211,0,8,2,9,1,1,1,4,1,0,1,639,0,6,645,0,116,"Panchayat  Union Primary  School East side New building, West Portion Eppothumventran","1.Eppothumventran (R.V) And (P) Eppothumventran Block 3
2.Eppothumventran (R.V) And (P) Eppothumventran Block 4 , 3.Eppothumventran (R.V) And (P) Eppothumventran Block 6 , 4.Eppothumventran (R.V) And (P) Kalukasapuram Block 7 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,255,211,44,Tamilaga Vettri Kazhagam,3,4,1,2,8,6,7,5,6.885758998435055,9,16.43192488262911,7.668231611893583,39.90610328638498,33.02034428794992,0.0,1.251956181533646,0.3129890453834116,1.408450704225352,1
117,159,47,237,123,0,0,5,8,0,1,1,0,0,4,1,579,0,2,581,0,117,"Panchayat  Union Middle School, Sakkammalpuram","1.Sakammalpuram (R.V) And (P) Sakammalpuram West Street Block
1 , 2.Sakammalpuram (R.V) And (P) Sakammalpuram East Street Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,237,159,78,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,7,6,5,13.47150259067358,8,27.46113989637306,8.117443868739207,40.93264248704664,21.24352331606218,0.0,0.0,0.8635578583765112,1.381692573402418,3
118,133,36,281,161,0,0,0,4,0,0,0,0,0,4,0,615,0,1,616,0,118,"R.C.  Primary School West Side, Bommaiahpuram","1.Sakammalpuram (R.V) And (P) Bommaiapuram block 3 , 2.Sakammalpuram (R.V) And (P) Bommaiyapuram Block 4
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,281,161,120,Tamilaga Vettri Kazhagam,3,4,1,2,6,6,6,5,19.51219512195122,4,21.6260162601626,5.853658536585367,45.6910569105691,26.17886178861789,0.0,0.0,0.0,0.6504065040650406,3
119,156,14,163,122,0,0,0,2,0,0,0,0,0,2,0,457,0,3,460,0,119,"Panchayat  Union Primary  School South Portion, Veerapandiapuram","1.Veerapandiyapuram (R.V) And (P) Veerapandiyapuram Block 1 , 2.Veerapandiyapuram (R.V) And (P) Veerapandiyapuram Block 2
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,163,156,7,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,6,6,6,5,1.531728665207877,2,34.13566739606127,3.063457330415755,35.66739606126914,26.69584245076587,0.0,0.0,0.0,0.437636761487965,1
120,172,7,90,24,0,0,0,1,0,0,0,0,0,1,0,294,0,3,297,0,120,"Panchayat  Union Primary  School, T. Subbiahpuram","1.T. Subbiahpuram (R.V) And (P) T. Subbiahpuram Block 1 , 2.T.
Subbiahpuram (R.V) And (P) T. Subbiahpuram Block 2 , 3.T. Subbiahpuram (R.V) And (P) Uoochimaychiyapuram Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,172,90,82,Dravida Munnetra Kazhagam,1,4,2,3,6,6,6,5,27.89115646258503,1,58.50340136054422,2.380952380952381,30.61224489795918,8.16326530612245,0.0,0.0,0.0,0.3401360544217687,2
121,135,52,157,81,0,16,7,2,0,0,0,0,0,2,0,450,0,2,452,0,121,"St.  Antonyar  Primary  School New Building South Portion,, Marthandampatti","1.Marthandanpatti (R.V) And (P) Marthandanpatti Block 1 ,
2.Marthandanpatti (R.V) And (P) Marthandanpatti Block 2 , 3.Marthandanpatti (R.V) And (P) Marthandanpatti Block 3 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,157,135,22,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,5,6,7,4.888888888888889,2,30.0,11.55555555555556,34.88888888888889,18.0,0.0,3.555555555555555,1.555555555555556,0.4444444444444444,0
122,127,18,98,124,0,3,2,5,0,0,0,0,1,0,3,377,0,0,377,0,122,"Panchayat  Union Primary  School, K.Kumarapuram","1.Marthandanpatti (R.V), Ayansengalpadai (P) Ayansengalpadai Block 1 , 2.Marthandanpatti (R.V), Ayansengalpadai (P) K. KUmarapuram
Block 5 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,127,124,3,Tamilaga Vettri Kazhagam,1,4,3,2,8,6,7,5,0.7957559681697612,5,33.68700265251989,4.774535809018567,25.9946949602122,32.89124668435014,0.0,0.7957559681697612,0.5305039787798408,1.326259946949602,1
123,233,95,263,229,3,83,7,7,2,1,0,2,0,2,0,920,0,1,921,0,123,"Panchayat  Union Primary  School, Meenachipuram","1.Manthikulam (R.V) And (P) Manthikulam Block 1 , 2.Manthikulam (R.V) And (P) Meenachipuram Block 6 , 3.Kottanatham (R.V), Manthikulam(P) Kottanatham Block 6 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,263,233,30,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,5,6,6,3.260869565217391,7,25.32608695652174,10.32608695652174,28.58695652173913,24.89130434782609,0.3260869565217391,9.021739130434783,0.7608695652173914,0.7608695652173914,1
124,271,38,236,206,0,1,5,15,1,8,1,1,0,1,2,772,0,4,776,0,124,Panchayat  Union Primary  School New building Vallinayagipuram,"1.Marthandanpatti (R.V), Vallinayagapuram (P) Vallinayagapuram
Block 1 , 2.Marthandanpatti (R.V), Vallinayagapuram (P) Venkateshwarapuram Block 2 , 3.Marthandanpatti (R.V), Vallinayagipuram (P) Arunachalapuram Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,271,236,35,Dravida Munnetra Kazhagam,1,4,2,3,8,7,6,5,4.533678756476684,15,35.10362694300518,4.922279792746114,30.5699481865285,26.6839378238342,0.0,0.1295336787564767,0.6476683937823834,1.94300518134715,1
125,269,41,184,77,0,1,0,3,0,0,0,0,0,1,1,575,0,4,579,0,125,"Panchayat  Union Primary  School East building, Namasivayapuram","1.Namsivayapuram (R.V) And (P) Namsivayapuram Block 1 , 2.Namsivayapuram (R.V) And (P) K. Duraisamypuram Block 2
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,269,184,85,Dravida Munnetra Kazhagam,1,4,2,3,7,6,7,5,14.78260869565217,3,46.78260869565217,7.130434782608695,32.0,13.39130434782609,0.0,0.1739130434782609,0.0,0.5217391304347827,2
126,353,48,319,237,0,8,0,7,2,1,0,0,1,3,0,972,0,4,976,0,126,"Govt  Higher  Sec. School Three classes Room Building, Middle Portion Sivaganapuram","1.Sivaganapuram (R.V) And (P) Sivaganapuram Block 1 ,
2.Sivaganapuram (R.V) And (P) Sivaganapuram Block 2 , 3.Sivaganapuram (R.V) And (P) Sivaganapuram Block 3 , 4.Sivaganapuram (R.V) And (P) A. Lakshmipuram Block 4 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,353,319,34,Dravida Munnetra Kazhagam,1,4,2,3,7,5,7,6,3.497942386831276,7,36.31687242798354,4.938271604938271,32.81893004115226,24.38271604938272,0.0,0.823045267489712,0.0,0.720164609053498,2
127,237,27,183,172,1,3,2,5,0,0,1,2,0,1,1,630,0,0,630,0,127,"Panchayat  Union Primary  School New Building, K.Kumareddiapuram","1.K. kumareddyapuram (R.V) And (P) K. Kumareddyapuram Block 1 ,
2.K. Kumareddyapuram (R.V) And (P) Jegaveerapuram Block 4 , 3.K. Kumareddyapuram (R.V), A. Subramaniyapuram (P) P. Shunmugapuram Block 2 , 4.A. Subramaniyapuram (R.V), K. Kumareddyapuram (P) Inam Subramaniyapuram Block 1
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,237,183,54,Dravida Munnetra Kazhagam,1,4,2,3,8,6,7,5,8.571428571428571,5,37.61904761904762,4.285714285714286,29.04761904761905,27.3015873015873,0.1587301587301587,0.4761904761904762,0.3174603174603174,0.7936507936507936,2
128,190,29,166,53,1,0,0,2,0,0,0,0,0,2,0,441,0,1,442,0,128,"Panchayat  Union Primary  School. New building East  Portion, A.Velayuthapuram",1.K. Kumareddyapuram (R.V) And (P) A. velauthapuram Block 2 99.OVERSEAS ELECTORS,General,All India Anna Dravida Munnetra Kazhagam,190,166,24,Dravida Munnetra Kazhagam,1,4,2,3,6,7,7,5,5.442176870748299,2,43.08390022675737,6.575963718820861,37.64172335600907,12.01814058956916,0.2267573696145125,0.0,0.0,0.453514739229025,2
129,109,19,114,97,0,12,122,8,1,0,1,2,0,1,2,481,0,2,483,0,129,"Hindu Nadar  Satthira Middle School North Side Building, Arunkulam","1.Arunkulam (R.V) And (P) Arunkulam Block 1 , 2.Arunkulam (R.V)
And (P) Arunkulam Block 2 , 3.Arunkulam (R.V) And (P) Akilandapuram Block 3 , 4.Arunkulam (R.V) And (P) Srirengapuram Block 4 99.OVERSEAS ELECTORS",General,Puthiya Tamilagam,122,114,8,Dravida Munnetra Kazhagam,3,5,2,4,8,6,1,7,1.663201663201663,8,22.66112266112266,3.950103950103951,23.7006237006237,20.16632016632017,0.0,2.494802494802495,25.36382536382537,1.663201663201663,0
130,275,43,254,190,0,6,1,9,1,2,0,1,0,3,0,778,0,4,782,0,130,Hindu Primary  School Vellaiammalpuram,"1.Velaiammalpuram (R.V) And (P) Velaiammalpuram Block 1 ,
2.Coothaluorani (R.V), Velaiammalpuram (P) Coothaluorani Block 2 , 3.S.Kumaragiri (R.V), Vellaiammalpuram (P) S.Kumaragiri Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,275,254,21,Dravida Munnetra Kazhagam,1,4,2,3,8,6,7,5,2.699228791773779,9,35.34704370179949,5.526992287917738,32.64781491002571,24.42159383033419,0.0,0.7712082262210797,0.1285347043701799,1.156812339331619,1
131,212,53,177,141,1,7,0,5,1,1,0,0,1,1,0,596,0,1,597,0,131,"Panchayat  Union Primary  School New Building, Zaminsengalpadai","1.Jaminsengalpadai (R.V) And (P) Jaminsengalpadai block 1 ,
2.Jaminsengalpadai (R.V) And(P) Kandasamipuram Block 2 , 3.Jaminsengalpadai (R.V) And (P) Jegaveerapuram Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,212,177,35,Dravida Munnetra Kazhagam,1,4,2,3,7,5,8,6,5.87248322147651,5,35.57046979865772,8.89261744966443,29.69798657718121,23.65771812080537,0.1677852348993289,1.174496644295302,0.0,0.8389261744966443,1
132,138,27,139,133,0,10,2,2,0,0,0,0,0,2,0,451,0,0,451,0,132,"Panchayat  Union Middle School West
Building South Side Kamalapuram","1.Kamalapuram (R.V) And (P) North street block 1 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,139,138,1,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,5,6,6,0.221729490022173,2,30.59866962305987,5.986696230598669,30.82039911308204,29.490022172949,0.0,2.217294900221729,0.4434589800443459,0.4434589800443459,1
133,223,53,257,257,3,6,11,5,0,0,0,0,3,0,0,815,0,8,823,0,133,"Panchayat  Union Middle School West
Building, Kamalapuram","2.Kamalapuram (R.V) And (P) KeelaMel South Street Block 2
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,257,257,0,Dravida Munnetra Kazhagam,3,4,1,1,8,6,5,7,0.0,5,27.36196319018405,6.503067484662576,31.53374233128834,31.53374233128834,0.3680981595092024,0.7361963190184049,1.349693251533742,0.6134969325153374,1
134,204,37,198,150,0,2,0,3,0,0,0,0,0,1,0,594,0,1,595,0,134,"T.D.T.A Middle School EastSide, Citthavanaickanpatti","1.Chithavanaickanpatti (R.V) And (P) Chithavanaickanpatti Block 1 ,
2.Chithavanaickanpatti (R.V) And (P) Chithavanaickanpatti Block 2 , 3.Chithavanaickanpatti (R.V) And (P) Mettupatti Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,204,198,6,Dravida Munnetra Kazhagam,1,4,2,3,7,6,7,5,1.01010101010101,3,34.34343434343434,6.228956228956229,33.33333333333333,25.25252525252525,0.0,0.3367003367003367,0.0,0.5050505050505051,1
135,209,47,225,185,0,17,23,6,1,0,1,1,1,0,0,712,0,5,717,0,135,"T.N.T.D.T.A. Primary  School New Building, Attrankarai","1.Arttangarai (R.V) And (P) Arttangarai Block 1 , 2.Arttangarai (R.V)
And (P) Arttangarai Block 2 , 3.Arttangarai (R.V) And (P) Arttangarai Block 3 , 4.Arttangarai (R.V) And (P) AmmanKovilpatti Block 6 , 5.Arttangarai (R.V) And (P) Kandasamypuram Block 7 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,225,209,16,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,6,5,7,2.247191011235955,6,29.35393258426966,6.601123595505618,31.60112359550562,25.98314606741573,0.0,2.387640449438202,3.230337078651686,0.8426966292134831,1
136,151,69,229,124,0,25,3,7,0,1,0,1,0,3,2,608,0,2,610,0,136,"Anganwady Centre, Attrankarai","1.Arttangarai (R.V) And (P) Arttangarai Block 4 , 2.Arttangarai (R.V)
And (P) Arttangarai Block 5 , 3.Arttangarai (R.V) And (P) O. Duraisamyapuram Block 8 , 4.Arttangarai (R.V) And (P) Chokalingapuram Block 8 , 5.Arttangarai (R.V) And (P) Thoppampatti Block 10 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,229,151,78,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,8,5,7,6,12.82894736842105,7,24.83552631578948,11.34868421052632,37.66447368421053,20.39473684210526,0.0,4.111842105263158,0.4934210526315789,1.151315789473684,3
137,196,28,280,197,0,6,0,6,1,1,0,0,0,2,1,713,0,2,715,0,137,"Panchayat  Union Primary  School New Building, A.Kumarapuram","1.Guruwarpatti (R.V) And (P) Kumarapuram Block 4 , 2.Guruwarpatti (R.V) And (P) Karuthaiyapuram Block 5 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,280,197,83,Tamilaga Vettri Kazhagam,3,4,1,2,7,5,7,5,11.64095371669004,6,27.48948106591865,3.927068723702665,39.27068723702665,27.62973352033661,0.0,0.8415147265077139,0.0,0.8415147265077139,3
138,197,33,160,236,0,9,0,5,0,1,1,2,1,0,0,640,0,2,642,0,138,"T.N.D.T.A Primary  School West Hall, Guruvarpatti","1.Guruwarpatti (R.V) And (P) Guruwarpatti Block 1 , 2.Guruwarpatti (R.V) And (P) Guruwarpatti Block 2 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,236,197,39,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,7,5,7,6,6.09375,5,30.78125,5.15625,25.0,36.875,0.0,1.40625,0.0,0.78125,1
139,84,39,278,147,0,7,1,0,0,0,0,0,0,0,0,556,0,1,557,0,139,"T.N.D.T.A Primary  School East  Hall,
Guruvarpatti","1.Guruwarpatti (R.V) And (P) Guruwarpatti Block 3 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,278,147,131,Tamilaga Vettri Kazhagam,3,4,1,2,7,5,6,7,23.56115107913669,0,15.10791366906475,7.014388489208632,50.0,26.43884892086331,0.0,1.258992805755396,0.1798561151079137,0.0,3
