serial no. of polling station,location_clean,building_clean,polling areas,Winner_Party,Margin_Percentage
57,Rajavallipuram.,"Ponnusamy Middle  School,  Main Building,  Central  Hall","1.Maravar  Colony 1,2,3,4 Street
2.Harijan Quarters
3.1,2,3 East  West  Street
4.East  West  Street  Sathan Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,3.09423347398031
61,Naranammalpuram..,"St.Joseph High School,  Office  Room   Near   East  Side   1 Room","1.Ward 4 Arukankulam Amman Kovil  Street
2.Ward 4 Arukankulam Post  Office  Street
3.Ward 4 Devar  Big Street  (Etteluthu Perumal  Kovil  Street)
4.Ward 4 Naranammalpuram Akraharam Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,1.123595505617978
62,Naranammalpuram.,"St.Joseph High School,  Office  Room   Near   East  Side   2 Room","1.Ward 4 Asarimar  Street
2.Ward 4 Vaniyar  Street
3.Ward 4 Uchimakaliamman Kovil  Street
4.Ward 4 Sangili  Poothathan Street
5.Ward 4 Bazar  Street
6.Ward 4 Sivan Kovil  Street
7.Ward 4 Arukankulam Sivan Street
8.Ward 5 Kattudaiyar  Kudieruppu New Colony
9.Ward 5 Kattudaiyar  Kudieruppu 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,11.96911196911197
65,Naranammalpuram.,"Government  Adithiravidar  Welfare  Middle  School,  Puthu Nagar","1.Vannanpacheri  Maravar  Periya Street
2.Vannanpacheri  Periya Street  Harijan South Street
3.Puthunagar  Harijan South Street
4.Puthunagar  Harijan North Street 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,3.846153846153846
68,Western Part  Chathramkudieruppu.,"Panchayat  Primary School,  Thiruvalluvar  Nagar","1.Ward 14 Senthil  Nagar
2.Ward 14 Selvam Nagar
3.Ward 14 Timbar  Works Houses 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,6.471494607087827
70,Chatramkudieruppu.,Naranammalpuram Town Panchayat  Office,"1.Ward 15 Palam Street
2.Ward 15 V.O.C.  Nagar. 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,6.394316163410302
71,Centre  No 33628120231 Chatramkudieruppu.,(Panchayat  Primary School  Campus )Integrated Child Development  Centre,"1.Ward 15 Thiruvalluvar  New Street
2.Ward 15 Thiruvalluvar  South Street
3.Ward 15 Thiruvalluvar  North Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,11.45374449339207
72,Chathramkudieruppu.,"Govt.  High   School,  North Building,  East  Side","1.Palaiya Pillaiyar  Kovil  Streeet
2.Visvakarma Nagar
3.Vanji  Nagar 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,22.2397476340694
73,(Govt.  High school  campus)  Chathramkudieruppu.,"Panchayat  Union Primary School,  South Building,  East Side","1.Arunachala Nagar
2.Circle  Office  Bazar  Street
3.Thendral  Nagar
4.Palaiya Pillaiyar  Kovil  1st  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,15.70247933884298
74,Chathramkudieruppu.,"Government  High School,  East  Hall  South Side","1.Ward 13 Selvi  Amman Kovil  IInd Street
2.Ward 13 Selvi  Amman Kovil  IInd Street
3.Naranammalpuram (T.P)  Ward 13 Selvi  Amman Kovil  IIIrd Street
4.Ward 13 Selvi  Amman Kovil  IVth Street
5.Ward 13 Selvi  Amman Kovil  Ist  Lane  Street
6.Ward 13 Selvi  Amman Kovil  IInd Lane  Street
7.Ward 13 Selvi  Amman Kovil  East  Street
8.Ward 13 Selvi  Amman Kovil  West  Street
9.Ward 13 Bazar  Street  Railway Feeder  Road 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,9.119010819165378
75,Second Room Chathramkudieruppu.,"Government  High School,  East  Hall  South Side","1.Ward 12 Chithivinayagar  Kovil  Street
2.Ward 12 Pillaiyar  Kovil  Street  Main Road
3.Ward 12 Pillaiyar  Kovil  Street  Ist  Lane
4.Ward 12 Pillaiyar  Kovil  South Street
5.Ward 12 Pillaiyar  Kovil  Street
6.Ward 12 Pillaiyar  Kovil  North Last  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,7.551020408163265
76,North Building south portion 1st Room Sankarnagar.,St.Joseph Primary School,"1.Ward 8,9 Poonthotta Street  (Circle  Ofice  Street). 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,8.518518518518519
77,2nd Rooms Sankarnagar.,"St.Joseph's Nursery & Primary School,  North Building, south Portion","1.Ward 9 Ram Nagar
2.Ward 8 Purachi  Thalaivi  Jeyalalitha Nagar
3.Ward 7 Ukkiran Nagar. 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,1.498929336188437
78,West  Side  Sankarnagar.,"St.Joseph's Nursery & Primary School,  North Building, south Portion",1.Ward 8 Circle  Office  Street  (Devalaya Street) 999.OVERSEAS ELECTORS,dravida munnetra kazhagam,4.132231404958678
79,1st Room Chathramkudieruppu.,"St.Joseph Primary School,  North Building,  East  Portion",1.Ward 11 Circle  Office  Ist  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,7.692307692307693
81,Sankar  Nagar.,"Sankar  Hr.sec.School,  Main Building,  North Side  of  4A Room","1.Ward 1 Main Road
2.Ward 1 Thathanoothu First  Street
3.Ward 3 Pandarakulam First  Street
4.Ward 3 Pandarakulam Second Street
5.Ward 3 Pandarakulam Third Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,5.725190839694656
83,Main Block Room No -1,Sri  Jayendra Saraswathi  Swamigal  Golden Jubilee  Matric Hr.Sec.School,"1.Ward 8 Srinivasanagar  First  Street
2.Ward 8 Srinivasanagar  Second Street
3.Ward 8 Srinivasanagar  Third Street
4.Ward 8 Srinivasanagar  Fourth Street 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,7.241379310344828
84,Main Block Room No -11,Sri  Jayendra Saraswathi  Swamigal  Golden Jubilee  Matric Hr.Sec.School,1.Ward 8 T.N.W.H.  Colony 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,8.188976377952756
85,Main Block Room No -2,Sri  Jayendra Saraswathi  Swamigal  Golden Jubilee  Matric Hr.Sec.School,1.Ward 8 Muthu Nagar 999.OVERSEAS ELECTORS,dravida munnetra kazhagam,17.13836477987421
86,Sankar  Nagar.,"Sankar  Hr.Sec.School,  Main Building,  North Side  of  3rd Room","1.Ward 11 Church Street
2.Ward 11 Arunthiyar  Colony 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,4.048582995951417
87,Sankar  Nagar.,"Sankar  Hr.Sec.School,  Main Building,  North Side  of  2rd Room 12C","1.Ward 10 Subburaj  Mill  Colony
2.Ward 12 India Cement  New Colony 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,6.046511627906977
88,Sankar  Nagar.,"Sankar  Hr.Sec.School,  Main Building,  North Side  of  2nd Room","1.Ward 5 Police   Colony
2.Ward 5 Railway Colony
3.Ward 7 Manis Colony
4.Ward 7 Narayananagar
5.Ward 5,6 India Cement  Old Colony
6.Ward 7 Narayananagar  First  Street
7.Ward 7 Narayananagar  Second Street
8.Ward 7 Narayananagar  Third Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,1.149425287356322
89,Main Block Room No -4,Sri  Jayendra Saraswathi  Swamigal  Golden Jubilee  Matric Hr.Sec.School,"1.Ward 8 Sarathampal  Nagar  (Thenkalam Road)
2.Ward 8 Thenvadal  First  Street
3.Ward 8 East  West  First  Street
4.Ward 8 East  West  Second Street
5.Ward 8 East  West  Third Street
6.Ward 8 East  West  Fourth Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,9.57683741648107
90,Main Block Room No -9,Sri  Jayendra Saraswathi  Swamigal  Golden Jubilee  Matric Hr.Sec.School,"1.Ward 9 Chidambara nagar  First  Street
2.Ward 9   Chidambara nagar  Second Street
3.Ward 9   Chidambara nagar  Main Road Ward 9 4.Chidambaranagar Third Street
5.Ward 9,  10 Ganapathy Mills Colony 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,19.66873706004141
91,Thalaiyuthu.,"Panchayat  Union Middle  School,  East  Building,  North Portion","1.Block 9 Main Road
2.Block 9 Poonthotta Street
3.Block 9 Kuvari  Road
4.Block 9 School  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,9.444444444444445
92,Thalaiyuthu.,"Panchayat  Union Middle  School,  East  Building,  South Portion","1.Block 9 Pudukadai  Street
2.Block 9 New Pallivasal  Street
3.Block 9 South Street 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,14.49275362318841
93,Thalaiyuthu.,"Panchayat  Union Middle  School,  West  Building,  South Portion",1.Block 9 Kamila Nagar 999.OVERSEAS ELECTORS,dravida munnetra kazhagam,9.873060648801127
94,Thalaiyuthu.,"Panchayat  Union Middle  School,  South Building,  East Portion","1.Block 6 Vinayagarnagar  Amman Kovil  Street  & Poonthotta Street
2.Block 6 Ricemill  Street
3.Block 6 South Street
4.Block 7 Thoosi  Madan kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,7.278020378457059
96,Vadakku Thalaiyuthu.,"Panchayat  Union Primary School,  South Building,  Centre Portion","1.Block 5 Arunthathiyar  Street  1
2.Block 5 Arunthathiyar  Street  2
3.Block 5 Karuppasamy Kovil  Street
4.Block 5 Amman Kovil  Street
5.Block 5 Five  Line  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,24.29305912596401
100,Keelathenkalam.,"T.D.T.A Middle  School,  West  Building,  East  Portion","1.Block 4 Narayanasamy Kovil  Street
2.Vetha Kovil  Street
3.Kamaraj  Nagar 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,8.020050125313283
105,Alavanthankulam.,"St.Anthoniyar  Hr.Sec School,  East  Building,  Middle  Portion East  Side","1.Block 3 Alavanthankulam South Street  (West)
2.Block 6 Alavanthankulam North Street
3.Block 6 Alavanthankulam Middle  Street
4.Block 6 Alavanthankulam South Street 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,10.35058430717863
116,Middle  Building West  Portion Manur.,Government  Hr.Sec.School,1.Block 5 Manur  Kaspa Rajiv Nagar. 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,6.382978723404255
131,Anganwadi  Centre  -  Centre  Number  -0226   Pudur,Anganwadi  Centre  -  Centre  Number  -0226   Pudur,"1.Ward 2 Thiruvalluvar  Street
2.Ward 2 Ambedkar  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,18.23056300268097
143,Anganwadi  Centre  Arasu New Colony Ramayanpatti Panchayat,Anganwadi  Centre  Arasu New Colony Ramayanpatti Panchayat,1.Arasu puthu colony   sivaji   Nagar 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,28.95069532237674
145,East  Building   1st  Room Ramayanpatti.,Adidiravidar  High School,1.Ward 7 Yathavar  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,22.09302325581395
146,west  Side Ramayanpatti.,"Adidiravidar  Primary School,  South Portion",1.Ward 10 Sanku Muthammalpuram 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,17.84037558685446
149,East Side  Ramayanpatti.,Swamy Vivekananda Kinder  Garden & Nursery School,1.Ward 9 Rajagopalapuram 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,17.66233766233766
151,East  Side  Kammalankulam.,Panchayat  Union Middle  School,1.Ward 1 Abishekapatti 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,4.607046070460704
157,Sri  Nivedhita Nursery & Primary School Thiruppanikarisalkulam   Road Pettai,Sri  Nivedhita Nursery & Primary School Thiruppanikarisalkulam   Road Pettai,1.Ward 18 Anna Nagar 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,4.646840148698884
158,Thiruppanikarisalkulam,"Panchayat  Union Middle   School,  South Portion",1.Ward 18 Vagaikulam. 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,0.8902077151335311
159,Sri  Nivedhita Nursery & Primary School   West  Building East Portion Thiruppanikarisalkulam   Road Pettai,Sri  Nivedhita Nursery & Primary School   West  Building East Portion Thiruppanikarisalkulam   Road Pettai,1.1Ward 18 Senthamil  Nagar 999.OVERSEAS ELECTORS,dravida munnetra kazhagam,5.804111245465538
160,Thulukkarkulam.,Panchayat  Union Primary School,"1.Ward 3 Vadukanpatti  West  Street
2.Ward 3 Vadukanpatti  East  Street
3.Ward 3 Vadukanpatti  Colony   Street
4.Ward 1 Thulukkarkulam West  Street
5.Ward 1 Thulukkarkulam East  Street
6.Ward 2 Thulukkarkulam Anna Street 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,7.317073170731707
162,T.D.T.A   Primary School  South Portion West  Side Vellalankulam.,T.D.T.A   Primary School  South Portion West  Side Vellalankulam.,"1.Ward 2 Narayanasamy Kovil  Street
2.Ward 2 Amman Kovil  Lane  Street
3.Ward 2 Amman Kovil  Street 999.  OVERSEAS ELECTORS",tamilaga vettri kazhagam,29.94011976047904
165,Seethaparpanallur.,"Panchayat  Union Primary School,  New Building West Portion","1.SeethaParpanallur  Main Road
2.Uganthanpatti  Road
3.Samadhuvapuram
4.Amman Kovil  Street
5.Pillaiyar  Kovil  Street
999.  OVERSEAS ELECTORS",tamilaga vettri kazhagam,26.4
166,Seethaparpanallur.,"Panchayat  Union Primary School,  New Building East Portion","1.Colony Street  Sirugankurichi
2.Mettu Street
3.Amman Kovil  South Street
4.Amman Kovil  North Street
5.Pillaiyar  Kovil  Street
6.Amman Kovil  Street  Sirugankurichi 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,31.2316715542522
172,Nadukkallur.,"Government  Hr.Sec.  School,  Main Building,  Western Side","1.Ward 2 East  Kallur
2.Mariamman Kovil  Street Mupidathiamman Kovil  Street
3.Ward 3 Kudipadai  Street
4.Ward 3 Agraharam. 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,13.6431784107946
173,Nadukkallur.,"Government  Hr.Sec.  School,  South Building,  North Face East  Portion","1.Ward 3 Pattankallur  Colony
2.Ward 3 MGR Colony
3.Ward 3 MGR Nagar 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,6.235565819861432
174,Gramamangalam Pazhavoor.,"Panchayat  Union Primary School,  South   Building","1.Ward 2 Pattancheri
2.Ward 1 Senthikadevi  Amman Kovil  Street
3.Ward 1 Chinna Pillaiyar  Kovil  Street
4.Ward 1 North Street
5.Ward 2 Colony Street
6.Ward 2 New Street
7.Ward 1 Yadhavar  North Street
8.Ward 1 Yadhavar  Middle  Street
9.Ward 1 East  Street
10.Ward 1 Velalar  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,10.87470449172577
175,Gramamangalam Pazhavoor.,"Panchayat  Union Primary School,  North Building,  Eastern Portion","1.Ward 1 Esakkiamman Kovil  Street
2.Ward 1 Sudaimadasamy Kovil  Street
3.Ward 1 Pillaiyar  Kovil  Street
4.Ward 1 Naduvoor  North Street
5.Ward 1 Naduvoor  East  Street
6.Ward 1 Naduvoor  Muppidathiamman Kovil  Street
7.Ward 1 Main Road
8.Ward 1 Ricemill  Street
9.Ward 1 West  Street
10.Ward 1 Sasthan Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,17.26283048211508
176,North Side  Kondanagaram.,Panchyat  Union Primary School,"1.Ward 1 Adidiravidar  Colony
2.Ward 1 Bharathi  Nagar  West
3.Ward 1 Astalakshmi Nagar 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,17.82312925170068
177,"North Side  Kondanagaram.
South Building North Facing.",Panchyat  Union Primary School,"1.Ward 1 RajivGandhi  Nagar
2.Ward 1 AD Colony
3.Ward 1 Seenivasapuram
4.Ward 2 Muppidathiamman Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,6.690997566909976
179,Suthamalli.,"Panchayat  Union Primary School,  North Portion,  West  Block
,  New Building","1.Ward 1 Muppidathiamman Kovil  Street
2.Ward 1 Sundaravinayagar  Kovil  Street
3.Ward 1 Narayanasamy Kovil  Street
4.Ward 1 Indira Colony
5.Ward 1 Arunthathiyar  Colony
6.Ward 1 Periyar  Nagar 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,7.725947521865889
180,Suthamalli,"Panchayat  Union Primary School,  West  Block,  South Portion New Building",1.Ward 2 NSC Bose  Nagar 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,19.6551724137931
181,Panchayat  Union Primary School  East  Building West  Portion Suthamalli,Panchayat  Union Primary School  East  Building West  Portion Suthamalli,1.Ward 2 Gomathi  Nagar  West  & Gramangalam 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,13.79310344827586
182,South Portion Hall  No.  4 Suthamalli.,Government  Hr.Sec.  School,"1.Ward 3 Yadavar  West  Street
2.Ward 4 Kovil  Pathu Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,3.972758229284903
183,North Portion Hall  No.  3 Suthamalli.i.,Government  Hr.Sec.  School,"1.Ward 3 A.K.  Street
2.Ward 3 East  Street 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,5.932203389830509
184,Panchayat  Office  Suthamalli,Panchayat  Office  Suthamalli,"1.Ward 4 Vadakkur  Anna Nagar
2.Ward 4 Kovil  Pathu Street
3.Ward 4 Mela Gramam
4.Ward 4 Keela Gramam 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,0.7476635514018692
185,Community Hall  West  Portion V O C Nagar  Suthamalli,Community Hall  West  Portion V O C Nagar  Suthamalli,1.Ward 4 V.O.C Nagar. 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,1.688311688311688
186,Community Hall  East  Portion V O C Nagar  Suthamalli,Community Hall  East  Portion V O C Nagar  Suthamalli,1.Ward 4 V.O.C Nagar. 999.OVERSEAS ELECTORS,dravida munnetra kazhagam,8.776266996291717
187,Suthamalli.,"St.  Antony Primary School,  South Portion,  East  Block, Bharathiyar  Nagar",1.Ward 2 Bharathiyar  Nagar 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,25.82644628099173
188,Suthamalli.,"St.  Antony Primary School,  South   Building North Face  , Middle  Portion Bharathiyar  Nagar",1.Ward 2 Bharathiyar  Nagar 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,2.777777777777778
189,Suthamalli.,"St.  Antony Primary School,  South Portion,  West  Block, Bharathiyar  Nagar","1.Ward 2 Periyar  Nagar
2.Ward 2 Mahathma Gandhi  Nagar 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,10.48513302034429
190,Suthamalli.,"T.D.T.A Primary School,  North Side,  2/170 Bharathiyar Nagar","1.Ward 2 Sathya Nagar
2.Ward 1 Ambedkar  Nagar 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,25.09578544061303
191,Suthamalli.,"T.D.T.A Primary School,  South Side  New Building North Portion   Bharathiyar  Nagar","1.Thiruvalluvar  Nagar
2.Ward 2 Ram Nagar 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,24.71655328798186
192,Suthamalli.West  Portion,"T.D.T.A Primary School,  East  Portion,  2/170 Bharathiyar Nagar","1.Ward 2 Gomathi  Nagar
2.Ward 1 Guru Nagar
3.Ward 1 Muppidathi  Amman Kovil  Street 999.OVERSEAS ELECTOR",tamilaga vettri kazhagam,12.75045537340619
193,Suthamalli.East  Portion,"T.D.T.A Primary School,  East  Portion,  2/170 Bharathiyar Nagar","1.Ward 2 Bharathiyar  Nagar
2.TamilNadu Slum Clearance  Board. 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,30.3030303030303
194,Narasinganallur.,"Panchayat  Union Primary School,  New Buildinig,  West Portion","1.Thiruvallurvar  Pillaiyar  Kovil  Street
2.Pillaimar  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,20.31558185404339
195,Narasinganallur.,"Panchayat  Union Primary School,  New Buildinig,  South Portion 1st  Class   Room",1.Theen Nagar 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,31.29496402877698
196,Narasinganallur.,"Panchayat  Union Primary School,  New Building East Portion","1.Ward 4 Kamachiamman Kovil  Street
2.Muppidatahiamman Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,1.939655172413793
197,Narasinganallur.,"Panchayat  Union Primary School,  East  Building South Portion","1.Ward 1 Indira Colony
2.Ward 1 Harijan Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,11.20507399577167
199,Narasinganallur.,"Government  High School,  Auvaiyar  Block 4 West  Building",1.Ward 2 Viswanatha Nagar. 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,24.54873646209386
201,Pettai  Rural.,Panchayat  Office,"1.Ward 1 Mailappapuram South Street
2.Ward 1 Mailappapuram North Street
3.Ward 1 Malayalamedu A.D.Colony West  Street
4.Ward 1 Malayalamedu A.D.Colony East  Street
5.Ward 1 Miyankan Thaikka South Street
6.Ward 1 Miyankan Thaikka North Street 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,3.693181818181818
202,Community Hall  Pettai  Rural,Community Hall  Pettai  Rural,"1.Ward 1 Idakarai  South Street
2.Ward 1 Idakarai  North Street
3.Ward 2 Gnanammal  Kattalai  East  Street
4.Ward 2 Gnanammal  Kattalai  Middle  Street
5.Ward 2 Gnanammal  Kattalai  West  Street
6.Ward 2 Gnanammal  Kundal  Valaivu East  Street
7.Ward 2 Gnanammal  Kundal  Valaivu West  Street 999.  OVERSEAS ELECTORS",dravida munnetra kazhagam,9.233449477351916
203,East  Buiding Middle  Portion Pettai,Little  Flower  Model  School,1.Ward 2 Vedathiri  Nagar  Door  No.  1 To 330 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,7.692307692307693
204,East  Facing North   Building Pettai,Little  Flower  Model  School,1.Ward 2 Vedathiri  Nagar  Door  No.  331 to 785 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,10.13986013986014
205,Campus Inside  west  Building North   Portion West  2nd Room Pettai  Rural,Little  Flower  Model  School,1.Ward 2 Vedathiri  Nagar 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,11.68831168831169
207,Panchayat  Union Primary School  North Building Chithankudiruppu Thenpattu,Panchayat  Union Primary School  North Building Chithankudiruppu Thenpattu,"1.Ward 2 Perumal  Kovil  Street
2.Ward 3 Sidhan Kudiyiruppu West  Street,
3.Ward 3 Sidhan Kudiyiruppu Puthumanai  Street,
4.Ward 3 Mispa Nagar
5.Karikka Thoppu (E)  Door  Numbers 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,13.66806136680614
210,Tirunelvelli.,"Tamil  Nadu Industrial  Training Institute,West  Side   Room no 23 Pettai","1.Industrial  Colony
2.Ward 19 Teachers Colony Pettai
3.Ward 19Thiruvallurvar  Pillaiyar  Kovil  Street 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,2.662721893491125
211,Pettai,"Corporation Middle  School,  West  Portion,  South Side, Rahumanpettai","1.Ward 18 Cheranmahadevi  Road
2.Ward 18 Sathya Nagar
3.Ward 18 Cheranmahadevi  Road North Line  Viswanatha Nagar 999.  OVERSEAS ELECTORS",tamilaga vettri kazhagam,11.5606936416185
212,Pettai,"Corporation Middle  School,  East  Portion,  North Side, Rahumanpettai","1.Ward 18 Narikuravar  Colony
2.Ward 18 Cheranmahadevi  Road North Extention Suthamali
3.Ward 18 Cheranmahadevi  Road North Line  Nehruji  Nagar. 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,45.3307392996109
214,Pettai.,Integrated Children's Centre  Municiple  Office  Campus Centre  Number  336281900317 Rahumanpettai,1.Ward 18 Cheranmahadevi  Road South Extention (MGR Nagar) 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,12.32227488151659
216,Kamaraj  Municipal  Higher  Secondary School  New Building West  Side  South Portion   Pettai,Kamaraj  Municipal  Higher  Secondary School  New Building West  Side  South Portion   Pettai,"1.Ward 18 Lalbhadursasthri  Nagar                9
99.OVERSEAS ELECTORS",tamilaga vettri kazhagam,1.058201058201058
219,Pettai.,"Corporation Primary School,  North Portion New Building Sivankovil  Ward,  Kadar  Avulia Street",1.Ward 19 Puthu Giramam Sundravinayagarkovil  North Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,2.259887005649718
