Polling_Station_No,location_clean,total of valid votes,Total_Independent_Votes,Winner_Party,Margin_Of_Victory,Independent_Vote_Share_%,Is_Spoiler_Risk
36,Karisalkulam-625018,827,6,tamilaga vettri kazhagam,15,0.7255139056831923,No
256,"T.V.S
Nagar-625003",690,5,tamilaga vettri kazhagam,19,0.7246376811594203,No
110,North Wing West Side Room P P Chavadi-625016,693,5,tamilaga vettri kazhagam,3,0.7215007215007215,Yes
284,"2nd Officers
Room West Side Jaihindpuram -625011",700,5,tamilaga vettri kazhagam,134,0.7142857142857143,No
312,,563,4,tamilaga vettri kazhagam,147,0.7104795737122558,No
180,Madakulam-625003,707,5,tamilaga vettri kazhagam,13,0.7072135785007072,No
203,Madurai.- 625003,425,3,tamilaga vettri kazhagam,32,0.7058823529411765,No
295,Last Building Room No.17 Jaihindipuram,567,4,dravida munnetra kazhagam,172,0.7054673721340388,No
223,Pykara-625004,712,5,dravida munnetra kazhagam,16,0.7022471910112359,No
48,Vilankudi-625018,715,5,tamilaga vettri kazhagam,106,0.6993006993006993,No
324,"(Stage ) West
facing - jaihindpuram",717,5,tamilaga vettri kazhagam,82,0.697350069735007,No
304,Subramaniyapuram.-625011,574,4,tamilaga vettri kazhagam,36,0.6968641114982579,No
162,Muniyandipuram-625004,863,6,tamilaga vettri kazhagam,78,0.6952491309385863,No
305,Solaialagupuram 1st street - 625011,721,5,tamilaga vettri kazhagam,50,0.6934812760055479,No
326,jaihindpuram,441,3,tamilaga vettri kazhagam,116,0.6802721088435374,No
56,Vilangudi - 625018,749,5,tamilaga vettri kazhagam,4,0.6675567423230975,Yes
190,Palanganatham - 625003,899,6,tamilaga vettri kazhagam,3,0.6674082313681869,Yes
72,"3rd
room North Facing Arappalayam-625018",600,4,tamilaga vettri kazhagam,30,0.6666666666666667,No
161,Muniyandipuram -625004,753,5,tamilaga vettri kazhagam,52,0.6640106241699867,No
320,Jaihindpuram-625011,452,3,tamilaga vettri kazhagam,115,0.6637168141592921,No
24,Kovilpapakudi -625018,904,6,dravida munnetra kazhagam,74,0.6637168141592921,No
184,Madurai.-625003,605,4,tamilaga vettri kazhagam,64,0.6611570247933884,No
125,"South -
facing - Virattipathu -625016",760,5,tamilaga vettri kazhagam,18,0.6578947368421052,No
121,Kochadai-625016,761,5,tamilaga vettri kazhagam,93,0.657030223390276,No
140,North Side building,609,4,tamilaga vettri kazhagam,92,0.6568144499178982,No
272,"Class Room 6b North
Wing South Portion Jaihindpuram-625011",466,3,tamilaga vettri kazhagam,95,0.6437768240343348,No
151,"Sammattipuram -
625010",628,4,tamilaga vettri kazhagam,57,0.6369426751592357,No
15,Paravai-625402,942,6,tamilaga vettri kazhagam,79,0.6369426751592357,No
250,T.V.S.Nagar-625003,792,5,tamilaga vettri kazhagam,123,0.6313131313131313,No
164,Ponmeni-625010,476,3,tamilaga vettri kazhagam,19,0.6302521008403361,No
86,"Melakkal Road
Madurai-10",476,3,tamilaga vettri kazhagam,6,0.6302521008403361,No
167,Ponmeni - 625010,794,5,tamilaga vettri kazhagam,17,0.6297229219143577,No
267,"Jaihindpuram Main Road
Madurai",796,5,tamilaga vettri kazhagam,136,0.628140703517588,No
153,Sammattipuram - 625010,479,3,tamilaga vettri kazhagam,42,0.6263048016701461,No
67,Pethaniyapuram-625016,483,3,tamilaga vettri kazhagam,12,0.6211180124223602,No
118,Madurai - 625016,809,5,tamilaga vettri kazhagam,156,0.6180469715698393,No
282,"West Side New Building 1st Room
Bharathiyar Road-625011",487,3,tamilaga vettri kazhagam,50,0.6160164271047228,No
181,Palanganatham - 625003,816,5,tamilaga vettri kazhagam,81,0.6127450980392157,No
199,Nehru Nagar Bye Pass Road-625003,655,4,tamilaga vettri kazhagam,7,0.6106870229007634,No
175,Samatipuram-625010,492,3,tamilaga vettri kazhagam,13,0.6097560975609756,No
289,Jaihindpuram,660,4,tamilaga vettri kazhagam,63,0.6060606060606061,No
242,(Room.No.3) T.V.S.Nagar-625003,496,3,tamilaga vettri kazhagam,22,0.6048387096774194,No
216,Madurai- 625003,682,4,tamilaga vettri kazhagam,57,0.5865102639296188,No
14,Paravai-625402,1025,6,tamilaga vettri kazhagam,216,0.5853658536585366,No
251,T.V.S.Nagar-625003,685,4,tamilaga vettri kazhagam,5,0.583941605839416,No
232,Pykara-625004,687,4,dravida munnetra kazhagam,55,0.5822416302765648,No
183,Palanganatham - 625003,688,4,tamilaga vettri kazhagam,165,0.5813953488372093,No
217,Madurai- 625003,689,4,dravida munnetra kazhagam,58,0.5805515239477503,No
210,Palanganatham Main Road-625003,691,4,tamilaga vettri kazhagam,57,0.5788712011577424,No
170,K.N.P.M.Madurai Pillamar Sangam Hr.Sec.Samatipuram South Eastern Side CornerBuilding (2nd Classroom) - West Facing,693,4,tamilaga vettri kazhagam,7,0.5772005772005772,No
27,"Panchayat Union Middle School  Middle School ICDS room
(Towars North to south west facing) SVD Nagar  Sikkandar Chavadi-625018",879,5,dravida munnetra kazhagam,31,0.5688282138794084,No
247,Muthupatti - 625003,704,4,tamilaga vettri kazhagam,58,0.5681818181818182,No
158,Samatipuram -625010,530,3,tamilaga vettri kazhagam,80,0.5660377358490566,No
249,T.V.S.Nagar-625003,531,3,tamilaga vettri kazhagam,39,0.5649717514124294,No
219,Muthupatti-625003,713,4,tamilaga vettri kazhagam,173,0.5610098176718092,No
325,Madurai,715,4,tamilaga vettri kazhagam,67,0.5594405594405595,No
77,Pethaniyapuram-625016,537,3,dravida munnetra kazhagam,16,0.5586592178770949,No
214,Madurai- 625003,717,4,tamilaga vettri kazhagam,44,0.5578800557880056,No
83,Bastin Nagar Madurai-625016,538,3,tamilaga vettri kazhagam,127,0.5576208178438662,No
114,Madurai - 625016,721,4,tamilaga vettri kazhagam,34,0.5547850208044383,No
62,Vilangudi - 625018,721,4,tamilaga vettri kazhagam,69,0.5547850208044383,No
100,Kamatchipuram-625010,722,4,dravida munnetra kazhagam,73,0.554016620498615,No
134,625016,542,3,tamilaga vettri kazhagam,83,0.5535055350553505,No
111,Western Side Middle Class Building P P Chavadi-625016,544,3,dravida munnetra kazhagam,61,0.5514705882352942,No
106,atchampathu.,911,5,dravida munnetra kazhagam,43,0.5488474204171241,No
177,Madakulam-625003,753,4,tamilaga vettri kazhagam,36,0.5312084993359893,No
237,,578,3,tamilaga vettri kazhagam,60,0.5190311418685121,No
76,Pethaniyapuram-625016,772,4,tamilaga vettri kazhagam,102,0.5181347150259068,No
4,New West Building South Middle Side Paravai-625402,978,5,dravida munnetra kazhagam,104,0.5112474437627812,No
69,madurai-625016,393,2,tamilaga vettri kazhagam,22,0.5089058524173028,No
131,Virattipathu-625016,789,4,dravida munnetra kazhagam,2,0.5069708491761723,Yes
70,3rd room South Facing Arappalayam-625016,592,3,tamilaga vettri kazhagam,56,0.5067567567567568,No
104,"Achampathu-
625019",791,4,dravida munnetra kazhagam,24,0.5056890012642226,No
218,Madurai- 625003,596,3,dravida munnetra kazhagam,40,0.5033557046979865,No
139,,596,3,tamilaga vettri kazhagam,99,0.5033557046979865,No
222,TVS Nagar-625003,597,3,tamilaga vettri kazhagam,23,0.5025125628140703,No
309,Jaihindpuram,399,2,tamilaga vettri kazhagam,95,0.5012531328320802,No
225,Pykara-625004,601,3,dravida munnetra kazhagam,73,0.4991680532445923,No
179,Madakulam-625003,803,4,dravida munnetra kazhagam,35,0.49813200498132,No
255,T.V.S Nagar-625003,803,4,tamilaga vettri kazhagam,61,0.49813200498132,No
71,1st room North Facing Arappalayam-625017,616,3,tamilaga vettri kazhagam,97,0.487012987012987,No
34,Karisalkulam-625018,619,3,tamilaga vettri kazhagam,30,0.4846526655896607,No
21,Oormechikulam II Bit-625402,837,4,dravida munnetra kazhagam,84,0.4778972520908005,No
7,Paravai - 625402,629,3,dravida munnetra kazhagam,70,0.4769475357710651,No
254,"SouthFacing - (G-12) -  T.V.S
Nagar-625003",629,3,tamilaga vettri kazhagam,99,0.4769475357710651,No
319,Jaihindpuram-625011,633,3,tamilaga vettri kazhagam,104,0.4739336492890995,No
19,Oormechikulam Paravai II bit -625402,845,4,tamilaga vettri kazhagam,4,0.4733727810650888,No
265,Jaihindpuram-625011,428,2,tamilaga vettri kazhagam,81,0.4672897196261682,No
206,East Building 3rd Room From North Side Byepass Road,429,2,dravida munnetra kazhagam,5,0.4662004662004662,No
253,T.V.S Nagar- 625003,646,3,tamilaga vettri kazhagam,99,0.4643962848297213,No
157,Samatipuram -625010,647,3,tamilaga vettri kazhagam,100,0.4636785162287481,No
301,"North facing
Room No.5 - jaihindpuram",648,3,tamilaga vettri kazhagam,101,0.4629629629629629,No
171,Samatipuram- 625010,649,3,tamilaga vettri kazhagam,69,0.4622496147919877,No
109,Puthukulam Ist Bit -Madurai.,651,3,dravida munnetra kazhagam,53,0.4608294930875576,No
189,Palanganatham - 625003,869,4,tamilaga vettri kazhagam,124,0.4602991944764097,No
176,Madakulam - 625003,870,4,dravida munnetra kazhagam,1,0.4597701149425287,Yes
2,Paravai - 625402,870,4,dravida munnetra kazhagam,105,0.4597701149425287,No
85,Kochadai,438,2,dravida munnetra kazhagam,22,0.45662100456621,No
74,Pethaniyapuram-625016,661,3,tamilaga vettri kazhagam,51,0.453857791225416,No
276,Jaihindpuram Main Road Madurai,662,3,tamilaga vettri kazhagam,109,0.4531722054380665,No
308,Jaihindpuram,442,2,tamilaga vettri kazhagam,37,0.4524886877828055,No
113,Samatipuram,665,3,tamilaga vettri kazhagam,32,0.4511278195488722,No
61,Vilangudi - 625018,669,3,tamilaga vettri kazhagam,66,0.4484304932735426,No
17,Oormechikulam Paravai II Bit -625402,673,3,tamilaga vettri kazhagam,1,0.4457652303120356,Yes
123,Madurai - 625016,673,3,tamilaga vettri kazhagam,103,0.4457652303120356,No
173,Facing (Adjuscent side of office building) From East to West 3rd  Classroom,679,3,tamilaga vettri kazhagam,62,0.4418262150220913,No
25,SVD Nagar Kovilpapakudi - 625018,907,4,tamilaga vettri kazhagam,143,0.4410143329658214,No
30,"Eastern side corner building 1ST classroom(East to
west/North facing)",687,3,tamilaga vettri kazhagam,107,0.4366812227074235,No
5,"New West Building North Middle
Side Paravai-625402",917,4,dravida munnetra kazhagam,102,0.4362050163576882,No
224,Pykara-625004,688,3,dravida munnetra kazhagam,33,0.436046511627907,No
278,"2nd Main
West Side 1st Room Building Jaihindpuram-625011",693,3,tamilaga vettri kazhagam,164,0.4329004329004329,No
169,Ponmeni-625010,470,2,dravida munnetra kazhagam,8,0.425531914893617,No
262,"Jaihindpuram-
625011",707,3,tamilaga vettri kazhagam,130,0.4243281471004243,No
90,Additional Building West Side Thuvariman- 625010,472,2,dravida munnetra kazhagam,8,0.423728813559322,No
306,"Jaihindpuram Main Road
Madurai",476,2,tamilaga vettri kazhagam,15,0.4201680672268908,No
9,Paravai-  625402,966,4,tamilaga vettri kazhagam,164,0.4140786749482402,No
38,Koodalnagar-625018,489,2,dravida munnetra kazhagam,33,0.408997955010225,No
99,Kamatchipuram-625010,497,2,dravida munnetra kazhagam,33,0.4024144869215292,No
286,"Jaihindpuram-
625011",747,3,tamilaga vettri kazhagam,108,0.4016064257028112,No
211,Palanganatham - 625003,756,3,tamilaga vettri kazhagam,53,0.3968253968253968,No
307,"Jaihindpuram Main
Road Madurai",506,2,tamilaga vettri kazhagam,83,0.3952569169960474,No
132,North Portion  West Side Pethaniyapuram-625016,507,2,tamilaga vettri kazhagam,56,0.3944773175542406,No
11,Paravai-  625402,510,2,dravida munnetra kazhagam,68,0.392156862745098,No
91,Atchampathu,516,2,dravida munnetra kazhagam,111,0.3875968992248062,No
299,Subramaniyapuram - 625011,775,3,tamilaga vettri kazhagam,47,0.3870967741935484,No
137,North Side building,776,3,tamilaga vettri kazhagam,142,0.3865979381443299,No
269,Jaihindpuram-625011,518,2,tamilaga vettri kazhagam,55,0.3861003861003861,No
288,Jaihindupuram-625011,519,2,tamilaga vettri kazhagam,24,0.3853564547206166,No
92,Atchampathu,521,2,dravida munnetra kazhagam,0,0.3838771593090211,Yes
318,,789,3,tamilaga vettri kazhagam,20,0.3802281368821293,No
205,R C C Main Building Nehru Nagar Byepass Road Madurai -16,532,2,tamilaga vettri kazhagam,46,0.3759398496240601,No
8,Paravai - 625402,538,2,dravida munnetra kazhagam,27,0.3717472118959108,No
95,Thuvariman-625010.,539,2,dravida munnetra kazhagam,72,0.3710575139146568,No
135,Pethaniyapuram-625016,540,2,tamilaga vettri kazhagam,84,0.3703703703703704,No
57,Vilankudi-625018,826,3,tamilaga vettri kazhagam,23,0.3631961259079903,No
234,(Room.No.8) T.V.S.Nagar-625003,560,2,dravida munnetra kazhagam,1,0.3571428571428572,Yes
142,North Side building,561,2,tamilaga vettri kazhagam,19,0.35650623885918,No
246,Muthupatti Main  Road-625003,868,3,tamilaga vettri kazhagam,88,0.3456221198156682,No
116,Madurai - 625016,580,2,tamilaga vettri kazhagam,2,0.3448275862068966,No
257,West Side North Block Class Room No.15 Jaihindpuram,596,2,tamilaga vettri kazhagam,134,0.3355704697986577,No
240,,596,2,tamilaga vettri kazhagam,71,0.3355704697986577,No
120,"kochadai-
625016",599,2,tamilaga vettri kazhagam,5,0.333889816360601,No
102,South Facing - Tharapatty,907,3,dravida munnetra kazhagam,313,0.330760749724366,No
154,Samatipuram-625010,612,2,tamilaga vettri kazhagam,44,0.326797385620915,No
310,Jaihindpuram Main Road Madurai,616,2,tamilaga vettri kazhagam,39,0.3246753246753247,No
12,Paravai-  625402,623,2,dravida munnetra kazhagam,0,0.3210272873194221,Yes
281,Jaihindupuram-625011,625,2,tamilaga vettri kazhagam,79,0.32,No
196,Palanganatham Main Road-625003,626,2,tamilaga vettri kazhagam,93,0.3194888178913738,No
236,TVS Nagar -625003,629,2,tamilaga vettri kazhagam,21,0.3179650238473768,No
285,Jaihindpuram-625011,630,2,tamilaga vettri kazhagam,77,0.3174603174603174,No
323,"Jaihindupuram-
625011",631,2,tamilaga vettri kazhagam,67,0.3169572107765452,No
227,Pudhukulam II Bit -625004,644,2,dravida munnetra kazhagam,70,0.3105590062111801,No
321,Jaihindpuram - 625011,645,2,tamilaga vettri kazhagam,161,0.310077519379845,No
238,"Pudhukulam
II Bit -625004",325,1,dravida munnetra kazhagam,0,0.3076923076923077,Yes
22,1st room Kovilpappakudi - 625018,997,3,tamilaga vettri kazhagam,146,0.3009027081243731,No
23,Kovilpappakudi- 625018,1009,3,dravida munnetra kazhagam,85,0.2973240832507433,No
252,T.V.S.Nagar-625003,676,2,tamilaga vettri kazhagam,43,0.2958579881656805,No
45,Saint Antony Middle School Koodal NagarWestern Side Building 3rd Room - EastFacing (Towards South to North),685,2,dravida munnetra kazhagam,76,0.291970802919708,No
311,Solaialagupuram 1st street- 625011,345,1,tamilaga vettri kazhagam,29,0.2898550724637681,No
80,Pethaniyapuram Madurai-16,696,2,dravida munnetra kazhagam,48,0.2873563218390804,No
144,Main Building West Portion Arasaradi- 625010,705,2,tamilaga vettri kazhagam,97,0.2836879432624114,No
51,Vilankudi-625018,748,2,tamilaga vettri kazhagam,48,0.267379679144385,No
129,Virattipathu-625016,750,2,tamilaga vettri kazhagam,87,0.2666666666666667,No
32,Karisalkulam-625018,753,2,tamilaga vettri kazhagam,24,0.2656042496679947,No
130,Virattipathu-625016,758,2,tamilaga vettri kazhagam,14,0.2638522427440633,No
39,Koodalnagar-625018,758,2,tamilaga vettri kazhagam,50,0.2638522427440633,No
230,"Room
Pudhukulam II Bit -625004",771,2,dravida munnetra kazhagam,71,0.2594033722438391,No
233,Jaihindpuram -625003,775,2,tamilaga vettri kazhagam,101,0.2580645161290323,No
52,Vilankudi-625018,782,2,dravida munnetra kazhagam,33,0.2557544757033248,No
53,Vilangudi-625018.,784,2,tamilaga vettri kazhagam,46,0.2551020408163265,No
191,Palanganatham - 625003,803,2,tamilaga vettri kazhagam,110,0.24906600249066,No
327,jaihindpuram,403,1,tamilaga vettri kazhagam,90,0.2481389578163772,No
141,,806,2,tamilaga vettri kazhagam,54,0.2481389578163772,No
212,Palanganatham - 625003,814,2,tamilaga vettri kazhagam,141,0.2457002457002457,No
16,Oormechikulam Paravai II bit -625402,829,2,dravida munnetra kazhagam,36,0.241254523522316,No
98,Keelamathur-625010,835,2,tamilaga vettri kazhagam,4,0.2395209580838323,No
97,Keelamathur- 625010,853,2,dravida munnetra kazhagam,226,0.2344665885111371,No
287,"West Side New Building 3rd Room
Bharathiyar Road",431,1,tamilaga vettri kazhagam,64,0.2320185614849188,No
182,Palanganatham - 625003,865,2,tamilaga vettri kazhagam,99,0.23121387283237,No
275,"East Facing (Prammagupthar Room) Jaihindpuram Main
Road Madurai",878,2,tamilaga vettri kazhagam,177,0.2277904328018223,No
198,Nehru Nagar Bye Pass Road-625003,440,1,tamilaga vettri kazhagam,14,0.2272727272727273,No
201,Palangantham-625003,445,1,tamilaga vettri kazhagam,21,0.2247191011235955,No
127,East - facing (Backside) Virattipathu -625016,895,2,tamilaga vettri kazhagam,104,0.223463687150838,No
194,Palanganatham Main Road-625003,453,1,tamilaga vettri kazhagam,14,0.2207505518763797,No
10,Paravai-  625402,913,2,tamilaga vettri kazhagam,74,0.2190580503833516,No
1,Paravai - 625402,918,2,dravida munnetra kazhagam,101,0.2178649237472767,No
280,Jaihindpuram-625011,488,1,tamilaga vettri kazhagam,71,0.2049180327868853,No
274,East Side 3rd Room Jaihindpuram-625011,503,1,tamilaga vettri kazhagam,102,0.1988071570576541,No
195,Palanganatham Main Road-625003,507,1,tamilaga vettri kazhagam,10,0.1972386587771203,No
146,South Side building,513,1,tamilaga vettri kazhagam,44,0.1949317738791423,No
202,Palangantham-625003,519,1,tamilaga vettri kazhagam,98,0.1926782273603083,No
105,atchampathu.,530,1,dravida munnetra kazhagam,80,0.1886792452830189,No
314,subramaniyapuram,534,1,tamilaga vettri kazhagam,75,0.1872659176029963,No
279,Jaihindpuram-625011,539,1,tamilaga vettri kazhagam,158,0.1855287569573284,No
55,Vilankudi-625018,541,1,dravida munnetra kazhagam,25,0.1848428835489834,No
271,"East Side 2nd Room
Jaihindpuram-625011",554,1,tamilaga vettri kazhagam,85,0.1805054151624549,No
185,Madurai.-625003,554,1,tamilaga vettri kazhagam,100,0.1805054151624549,No
243,(Room.No.2) T.V.S.Nagar-625003,557,1,tamilaga vettri kazhagam,79,0.1795332136445242,No
264,Jaihindpuram-625011,562,1,tamilaga vettri kazhagam,8,0.1779359430604982,No
316,subramaniyapuram,566,1,tamilaga vettri kazhagam,143,0.176678445229682,No
207,Palanganatham-625003,586,1,tamilaga vettri kazhagam,30,0.1706484641638225,No
46,Vilankudi-625018,587,1,tamilaga vettri kazhagam,16,0.1703577512776831,No
112,South Wing South Side (8A) P.P.Chavadi - 625016,587,1,dravida munnetra kazhagam,50,0.1703577512776831,No
93,Thuvariman 625010,596,1,all india anna dravida munnetra kazhagam,30,0.1677852348993289,No
156,Samatipuram -625010,598,1,tamilaga vettri kazhagam,77,0.1672240802675585,No
192,Palanganatham Main Road-625003,601,1,tamilaga vettri kazhagam,59,0.1663893510815308,No
65,Pethaniyapuram-625016,612,1,dravida munnetra kazhagam,22,0.1633986928104575,No
245,Muthupatti Main  Road-625003,613,1,tamilaga vettri kazhagam,96,0.1631321370309951,No
231,Pykara-625004,633,1,dravida munnetra kazhagam,21,0.1579778830963665,No
149,Sammattipuram-625010,635,1,tamilaga vettri kazhagam,50,0.1574803149606299,No
270,"North
Wing North Portion Jaihindpuram-625011",644,1,tamilaga vettri kazhagam,121,0.15527950310559,No
41,Vilangudi Koodalnagar-625018,651,1,dravida munnetra kazhagam,7,0.1536098310291859,No
228,Pykara-625004,663,1,dravida munnetra kazhagam,53,0.1508295625942685,No
40,Vilangudi Koodalnagar-625018,670,1,tamilaga vettri kazhagam,18,0.1492537313432836,No
186,Madurai.- 625003,671,1,tamilaga vettri kazhagam,121,0.1490312965722802,No
73,madurai-625016,681,1,tamilaga vettri kazhagam,100,0.1468428781204112,No
119,Madurai - 625016,683,1,dravida munnetra kazhagam,6,0.1464128843338214,No
117,Kochadai-625016,684,1,tamilaga vettri kazhagam,56,0.1461988304093567,No
20,Oormechikulam Paravai II bit -625402,688,1,all india anna dravida munnetra kazhagam,27,0.1453488372093023,No
124,Virattipathu -625016,690,1,dravida munnetra kazhagam,40,0.1449275362318841,No
200,Byepass Road-625003,703,1,dravida munnetra kazhagam,22,0.1422475106685633,No
229,Pudhukulam II Bit -625004,703,1,tamilaga vettri kazhagam,49,0.1422475106685633,No
235,(Room.No.6) T.V.S.Nagar-625003,705,1,tamilaga vettri kazhagam,26,0.1418439716312057,No
35,Karisalkulam-625018,716,1,tamilaga vettri kazhagam,53,0.1396648044692737,No
29,Panchayat Union Middle School  North East Corner Building ICDS (Towars North to south west facing) SVD Nagar  Sikkandar Chavadi-625018,734,1,tamilaga vettri kazhagam,193,0.1362397820163488,No
187,Madurai - 625003,748,1,tamilaga vettri kazhagam,162,0.1336898395721925,No
94,Thuvariman-625010.,765,1,dravida munnetra kazhagam,137,0.130718954248366,No
