serial no. of polling station,location_clean,building_clean,polling areas,Winner_Party,Margin_Percentage
66,Pethaniyapuram-625016,"Corporation Elementary School ,(ICDSBuilding) East side building , 4th  room, West  facing","1.Madurai (C) Samuvel Street Ward 64 ,
2.Madurai (C) Roja Veethi Ward 64 ,
3.Madurai (C) Mullai Veethi Ward 64 ,
4.Madurai (C) Malligai Veethi 21 ,
5.Madurai (C) Tamarai Veethi Ward 64",tamilaga vettri kazhagam,5.610098176718092
68,"1st
room South Facing Arappalayam-625016","Fatima Middle School Arappalayam, North Side building","1.Madurai (C) Nagu Nagar 1st Street Pethaniapuram Ward 63 ,",dravida munnetra kazhagam,2.123893805309734
69,madurai-625016,"O.P.Reddy Elementary School, East side Building, West Facing 4th room, Pethaniyapuram","1.Madurai (C) Yagappan Kalavasal Compound Pethaniapuram Ward 63 ,
2.Madurai (C) Maravar Kottam Nagu Nagar 1st Street Pethaniyapuram Ward 63 ,
3.Madurai (C) Samikannu Veethi Ward 63
4.Madurai (C) Rajangam Street Ward 63 ,
5.Madurai (C) Samuvel Street Nagunagar Ward 64 ,
6.Madurai (C) Indira Street Ward 63 ,",tamilaga vettri kazhagam,5.597964376590331
70,3rd room South Facing Arappalayam-625016,"Fatima Middle School Arappalayam, North Side building","1.Madurai(C) D D  Road Aarapalayam Kanmaikarai Ward 62 ,
2.Madurai (C) Bye Pass Road Ward 62 ,
3.Madurai(C) Valarmathi Street Aarapaayam Kanmaikarai  Ward 62 ,
4.Madurai (C) Nehru Street Aarapalayam Kanmaikarai Ward 62 , 5.Madurai(C) Vijayasekaran Street Aarapalayam Kanmaikarai,Ward 62,
6.Madurai (C) Raja Street Aarapalayam kanmaikarai Ward 62 , 7.Madurai(C) A K  Gopalan 1st Street Aarapalayam Ward 62 , 8.Madurai(C) A K Gopalan 2nd Street kanmaikarai Ward 62",tamilaga vettri kazhagam,9.45945945945946
72,"3rd
room North Facing Arappalayam-625018","Fatima Middle School Arappalayam, south Side building","1.Madurai (C) Nagu Nagar 2nd Street Ward 63 ,
2.Madurai (C) Chinnachami Pillai Street Ward 63",tamilaga vettri kazhagam,5.0
74,Pethaniyapuram-625016,"St.Mary of Lucca Matric Higher Secondary School,East side Building 10th Room","1.Madurai (C) Pastian Nagar 2nd Street Pethaniyapuram Ward 65 , 2.Madurai(C) Pastin Nagar 3rd Street Pethaniyapuram Ward 65 ,
3.Madurai (C) Pastin Nagar 4th Street Pethaniyapuram Ward 65 ,
4.Madurai (C) Pastin Nagar 6th Street Pethaniyapuram Ward 65 ,
5.Madurai (C) Veeramamunivar Street Ward 66
6.Madurai (C) Pastian Nagar 3rd Street Ward 65",tamilaga vettri kazhagam,7.715582450832073
78,Pethaniyapuram-625016,"St.Mary of Lucca Matric Higher Secondary School,East side Building 2nd  Room","1.Madurai (C) Pallavan Nagar 2nd Street Ward 63 ,
2.Madurai (C) Pallavan Nagar 3rd Street 63 ,
3.Madurai (C) Pallavan Nagar(Kamarajar Street) Ward 63,
4.Madurai (C) Pallavan Nagar Main Road Ward 63 ,
5.Madurai (C) Pallavan Nagar 5th Street Ward 63 ,
6.Madurai (C) Pallavan Nagar 6th Street Ward 63",tamilaga vettri kazhagam,6.321839080459771
80,Pethaniyapuram Madurai-16,"St.Mary of Lueca Matric Hr. Sec. School    ,R C C Building North Portion","1.Madurai (C) Aasaithambi Street Ward 63 ,
2.Madurai (C) Pastin Nagar 5th Street 63 ,
3.Madurai (C) Pallavan Nagar 4th Street Ward 63",dravida munnetra kazhagam,6.896551724137931
81,Western Side Class- XII-B Room,St.Mary of Lueca Matric Hr. Sec. School,"1.Madurai (C) Kamarajar 1st Street Ward 63 ,
2.Madurai (C) Kal Santhu Street Ward 63
3.Madurai (C) A K Gopalan Cross Street Ward 63",tamilaga vettri kazhagam,10.54421768707483
82,Bastin Nagar-625016,"St.Mary of Lueca Matric Hr. Sec. School   ,R C C Building North Portion","1.Madurai (C) Mumoorthi Nagar Ward 63 , 2.Madurai(C) V.O.C.Nagar Main Street Ward 63 ,
3.Madurai (C) V.O.C Nagar 1st Street 63 ,
4.Madurai (C) V.O.C Nagar North Street Ward 63 ,
5.Madurai (C) V.O.C Nagar South Street Ward 63 ,
6.Madurai (C) V.O.C Nagar 3rd Street 63",tamilaga vettri kazhagam,5.250596658711217
86,"Melakkal Road
Madurai-10","St.John Matric School    ,West Side(room 6)",1.Madurai (C) Indirani Nagar (Left Side) Ward 66,tamilaga vettri kazhagam,1.260504201680672
87,Virattipathu.,"K.G.V.Sala High School   ,R C C Building North Side","1.Madurai (C) Pandi Kovil 2nd Street Ponnakaram Ward 68
2.Madurai (C) Pandi Kovil 3rd Street Ponnagaram Ward 68
3.Madurai (C) Pandi Kovil 4th Street Ponnagaram Ward 68
4.Madurai (C) Pandi Kovil 5th Street Ponnagaram Ward 68
5.Madurai (C) Virattipathu (P) Harijan Colony Ward 67 ,",dravida munnetra kazhagam,7.462686567164178
88,Virattipathu.,"K.G.V.Sala High School   ,R C C Building, North Side Block-2","1.Madurai(C) Kokulappi Ponnakaram  Ward 67 ,
2.Madurai (C) T.P.M Nagar Ponnagaram Ward 67",dravida munnetra kazhagam,3.89937106918239
92,Atchampathu,"C.S.I Elementary School ,North Building, 2nd  room, south
facing","1 - Thuvariman (R.V) Thuvariman (P), T.Pudukudi ward 5 (from door no. 5-160 till last)",dravida munnetra kazhagam,0.0
106,atchampathu.,"Panchayat union elementary  school, (lane) atchampathu, East side building, West -Facing, 1st room","1.Erkudi Achampathu (R.V) Erkudi Achampathu (P) Lalachathiracolony Achampathu Madurai 19 Ward 4 ,
2.Erkudi Achampathu (R.V) Erkudi Achampathu (P) Erattai Vaykkal Kalavasal Melakkal Main road ,
3.Erkudi Achampathu (R.V) Erkudi Achampathu (P) V.O.C. Street Erkudi Ward 1 ,
4.Erkudi Achampathu (R.V) Erkudi Achampathu (P) Theni Mani Road Erkudi Madurai 19 Ward 5 ,",dravida munnetra kazhagam,4.720087815587267
110,North Wing West Side Room P P Chavadi-625016,Pillaimar Hr.Sec.School,"1.Madurai (C) Pichaipillai Chavadi Ward 65 ,
2.Madurai (C) Thillai Nagar P P Chavadi Ward 65 ,
3.Madurai (C) Thirumalai Colony 1st Street Ward 65 ,
4.Madurai (C) Thirumalai Colony 2nd Street Ward 65 , 5.Madurai(C) Thirumalai Colony 3rd Street Ward 65 ,
6.Madurai (C) Thirumalai Colony 4th Street Ward 65
7.Madurai (C), Bharathiyar 1st Street Ward 64",tamilaga vettri kazhagam,0.4329004329004329
113,Samatipuram,K.N.P.M.Madurai Pillamar Sangam  Higher Seconday School MiddleBuilding - West Facing (2nd Classroom)from North to South Side,"1.Madurai (C) Johnson Street Natraj Nagar Ward 66 ,
2.Madurai (C) Madha Kovil West Street Ward 66 ,
3.Madurai (C) Kandhasamy Street Natraj Nagar Ward 66 ,
4.Madurai (C) Nethaji Street Ward 66 ,
5.Madurai (C) Parvathi Veethi Natraj Nagar Ward 66 ,
6.Madurai (C) Vivekanandhar Street Natraj  Nagar Ward 66
7.Madurai (C) Thamarai Veethi Natraj Nagar Ward 66 ,
8.Madurai (C) Prakash Veethi Natraj Nagar Ward 66 ,
9.Madurai (C) Krishna Street Natraj Nagar Ward 66 ,
10.Madurai (C) Meenakshi Street Natraj Nagar Ward 66 ,
11.Madurai (C) Mullai Veethi Natraj Nagar Ward 66 ,
12.Madurai (C) Murugan Street Natraj Nagar Ward 66 ,
13.Madurai (C) Officers Town Natraj Nagar Ward 66 ,
14.Madurai (C) Ayyanar Street Natraj Nagar Ward 66",tamilaga vettri kazhagam,4.812030075187971
114,Madurai - 625016,"St. john matric school, East side building III-A Class Room, West
facing, Kochadai","1 - Madurai (C), Irulandi Devar Colony Ward 67( till door no. 116)",tamilaga vettri kazhagam,4.715672676837725
117,Kochadai-625016,"St. John Matric School   ,East Side Building 3rd Room From North Side","1.Madurai (C) Bharathiyar Nagar 1st Street Ward 65  ,
2.Madurai (C) Bharthiyar Nagar 2nd Street Ward 65
3 - Madurai (C), P P Chavadi Theni Main Road Ward 65",tamilaga vettri kazhagam,8.187134502923977
122,Kochadai-625016,"Saint John Matric  Hr.Sec.School   ,East Side Building First Room From South Side","1 - Madurai (C), Vellanmaidurai Kudiyirupu Ward 66
2.Madurai (C) Doak Nagar Main Road Ward 66 ,
3.Madurai (C) Harijan Colony Ward 66 ,
4.Madurai (C) Kalan Kovil Street Ward 66 ,
5.Madurai (C) Mariamman Kovil Street Ward 66",tamilaga vettri kazhagam,7.524271844660194
124,Virattipathu -625016,"KGV Sala Middle School,West side building, East-Facing, 1st room","1.Madurai (C) Virattipathu (P) Pillaiyar Kovil Street Ward 67
2.Madurai (C) Virattipathu (P) Muthallamman Kovil Street Ward 67
3.Madurai (C) Virattipathu(P) Ayyanar Kovil Street Ward 67  ,",dravida munnetra kazhagam,5.797101449275362
125,"South -
facing - Virattipathu -625016","KGV Sala Middle School,North side building, 1st room","1..Madurai (C) Virattipathu (P) Muthu Devar Colony 1st Street Ward 67 ,",tamilaga vettri kazhagam,2.368421052631579
126,West - facing - Virattipathu -625016,"KGV Sala Middle School, East side building, 2nd  room","1.Madurai (C) Virattipathu(P) H.M.S.Colony Ramalinga Nagar Ward 67 ,
2.Madurai (C) Virattipathu(P) H.M.S Colony R.K.P. Konnar Nagar Ward 67  ,
3.Madurai (C) Virattipathu (P) H.M.S Colony R.K.P. Nagar Pudhuvalvu Nagar Ward 67 4 - Madurai (C) Virattipathu (P), Poonga Nagar 1st Street Ward 67",tamilaga vettri kazhagam,7.954545454545454
128,Virattipathu-625016,"Om Sadhana School, East side Building, 1st Room, West- Facing","1.Madurai (C) Virattipathu(P) Ponnar Colony Ward 67 ,
2.Madurai (C) Virattipathu (P), P.T.R Nagar Ward 67
3.Madurai (C) Virattipathu (P) Muthu Devar Colony 2nd Street Ward 67 ,
4.Madurai (C) Virattipathu (P), Jai Nagar Ward 67",tamilaga vettri kazhagam,5.396825396825397
138,North Side building,"ALM Matriculation School, Vellaikan Theatre Main Road, Ottakadai,  Room No. : 2","1.Madurai (C) Sirumalar Veethi Ward 63 ,
2.Madurai (C) Rayappar Veethi Ward 63 , 3.Madurai(C) A V P Asaithambi Street Ward 63 ,
4.Madurai (C) Arapalayam Kanmaikarai (ArokiyaMatha South Street) Ward 62",tamilaga vettri kazhagam,6.628242074927954
141,,"ALM Matriculation School, North Side Building towards, W-E- East side 5th Room","1.Madurai (C) Ponmeni Main Veethi Ward 69 ,
2.Madurai (C) Pandiyan Nagar Byepass Road Ward 62 ,
3.Madurai (C) Meenakshi Nagar Extension Ward 69",tamilaga vettri kazhagam,6.699751861042183
142,North Side building,"ALM Matriculation School, Vellaikan Theatre Main Road,
Ottakadai,  Room No. : 6","1.Madurai (C) Kanmaikarai Main Veethi Ward 62 ,
2.Madurai (C) Raju Pillai Street Ward 62",tamilaga vettri kazhagam,3.38680926916221
143,East side 2nd Room,"ALM Matriculation School, South side Building, towards W-
E","1.Madurai (C) Sammattipuram Main Road Ward 65,
2.Madurai (C) Othakkadai West Ward 62",dravida munnetra kazhagam,4.370179948586118
147,West Side Eastern Portion P P Chavadi Sammattipuram-625010,Madurai Pillaimar Sangam Hr.Sec.School,"1.Madurai (C) Keela Ponni Nagar Ward 62 ,
2.Madurai (C) Ponmeni Pudhur Ward 62 ,
3.Madurai (C) Ponmeni Pudhur 2nd Street Ward 62",tamilaga vettri kazhagam,9.730848861283643
148,"East Building North
Side Room P P Chavadi Sammattipuram-625010",Madurai Pillaimar Sangam Hr.Sec.School,"1.Madurai (C) Chokkalinga Nagar Main Veethi Ward 69 ,
2.Madurai (C) Chokkalinga Nagar 1st Street Ward 69",tamilaga vettri kazhagam,2.782931354359926
149,Sammattipuram-625010,K.N.P.M.Madurai Pillamar Sangam  Higher Seconday School Southern SideCorner Building - North Facing(3rd Classroom) from East to West Side,"1.Madurai (C) Chokkalinga Nagar 1st Street Ward 69 ,
2.Madurai (C) Chokkalinga Nagar 2nd Street Ward 69 ,
3.Madurai (C) Chokkalinga Nagar 5th Street Ward 69 ,
4.Madurai (C) Chokkalinga Nagar 8th Street Ward 69 ,
5.Madurai (C) Chokkalinga  Nagar 9th Street Ward 69 ,",tamilaga vettri kazhagam,7.874015748031496
151,"Sammattipuram -
625010","K.N.P.M.Madurai Pillamar Sangam Elementary School,  ,West Zone North  Wing North Side East Portion","1.Madurai (C) Chokkalinga Nagar 4th Street Ward 69 ,",tamilaga vettri kazhagam,9.076433121019107
152,K.N.P.M.Madurai Pillamar Sangam Hr.Sec.Samatipuram South Side Building fromEast to West (1st Classroom) - North Facing,K.N.P.M.Madurai Pillamar Sangam Hr.Sec.Samatipuram South Side Building fromEast to West (1st Classroom) - North Facing,"1.Madurai (C) Chokkalinga Nagar 6th Street Ward 69 , 2 - Madurai (C), Chockalinga Nagar 3rd Street Ward 69",tamilaga vettri kazhagam,2.255639097744361
153,Sammattipuram - 625010,"K.N.P.M.Madurai Pillamar Sangam Elementary School,  South Eastern Side CornerBuilding (1st Classroom) - West Facing","1.Madurai (C) D S P Nagar 3rd Street Ward 69 ,
2.Madurai (C) D S P Nagar 4th Street Ward 69 ,
3.Madurai (C) D S P Nagar 5th Street Ward 69 ,
4.Madurai (C) D S P Nagar 6th Street Ward 69
5.Madurai (C), Ponmeni Pottakulam Ward 68
6.Madurai (C) D S P Nagar Main Road Ward 69 ,
7.Madurai (C) D S P Nagar 1st Street Ward 69 ,
8.Madurai (C) D S P Nagar 2nd Street Ward 69",tamilaga vettri kazhagam,8.768267223382047
154,Samatipuram-625010,"K.N.P.M.Madurai Pillamar Sangam Ele.School  , Entrance East Side Northern, Building 1st Classroom - South Facing","1.Madurai (C) Chokkalinga Nagar 7th Street Ward 69 ,
2.Madurai (C) Chokkalinga Nagar 7th Cross Street Ward 69 ,
3.Madurai (C) Chokkalinga Nagar 7thl 1st Cross Street Ward 69,
4.Madurai (C) Chokkalinga Nagar 7thl 2nd Cross Street Ward 69",tamilaga vettri kazhagam,7.18954248366013
155,Samatipuram-625010,"K.N.P.M.Madurai Pillamar Sangam Ele.School  , Entrance East Side Northern, Building 3rd Classroom - South Facing","1.Madurai(C) Sammattipuram 1st Street Ward 65 , 2.Madurai(C) Sammattipuram 2nd Street Ward 65,
3.Madurai(C) Sammattipuram 3rd Street (Gandhiji Street) Ward 65, 4.Madurai(C) Ponmeni Main Road Pudhuvasantham 1st Street Ward 68 , 5.Madurai(C) Ponmeni Main Road Pudhuvasantham 2nd Street Ward 68 6.Madurai(C) Ponmeni Main Road Muthu Nagar 1st Street Ward 68 ,
7.Madurai(C) Ponmeni Main Road Muthu Nagar 2nd Street Ward 68 ,",dravida munnetra kazhagam,1.38568129330254
159,Vilachery Main Road,"Sourastra College For Women, North Enterance, South facing 1st
room","1.Madurai (C) Gopalipuram Madakkulam Main Road Ward 93 ,",dravida munnetra kazhagam,6.00924499229584
160,Vilachery Main Road,"Sourastra College For Women, North Enterance, South facing
2nd room","1.Madurai (C) Pethani Nagar Ward 93 ,
2.Madurai (C) Anna Nagar Pasumalai Area Ward 93",dravida munnetra kazhagam,9.090909090909092
161,Muniyandipuram -625004,"Noon Meal Center and Samuthayakudam ,Eastern Side",1.Madurai (C) Muniyandi Madakkulam Main Road 1 Ward 93,tamilaga vettri kazhagam,6.905710491367861
162,Muniyandipuram-625004,"Noon Meal Center ,  Community Hall",1.Madurai (C) Muniyandipuram Madakkulam Main Road 2 Ward 93,tamilaga vettri kazhagam,9.03823870220162
164,Ponmeni-625010,"Corporation Ele.School   ,Old Building North Side West Zone
North Wing Eastern Class Room",1.Madurai (C) Surenthira Nagar Ward 69,tamilaga vettri kazhagam,3.991596638655462
165,Madurai - 625010,"Coporation Primary School, North Side building South Facing,
2nd Room, Ponmeni",1.Madurai (C) Muniyandi Kovil Street Ward 69,dravida munnetra kazhagam,5.095541401273886
166,Ponmeni - 625010,"Corporation Elemenatry Old North Side Building, 1st  Room, South Facing","1.Madurai (C) Thanathuvam Main Road Ponmeni Ward 68,
2.Madurai (C) Kudiyanavar 2nd Street  Arijan Melatheru Ward 68 ,
3.Madurai (C) Kudiyanavar 2nd Street  Kaliamman Kovil Street Ward 68 ,
4.Madurai (C) Kudiyanavar 2nd Street Extension Kumaran Street Ward 68 ,
5.Madurai (C) Ponmeni Main Road Ponpandian Street Ward 68",tamilaga vettri kazhagam,5.329153605015674
167,Ponmeni - 625010,"Corporation Elementary  School, South Side Building, North Facing","1.Madurai (C) Harijan 1st Street Ponmeni Ward 68 ,
2.Madurai (C) Harijan 2nd Street Ward 68 ,
3.Madurai (C) Arijan 3rd Street Ward 68 ,
4.Madurai (C) Ramaiaya Aasari Street Ponmeni Ward 68 ,
5.Madurai (C) Arijan East Street Ponmeni Ward 68 ,
6.Madurai (C) Thanathuvam Street Ponmeni Ward 68",tamilaga vettri kazhagam,2.141057934508816
170,K.N.P.M.Madurai Pillamar Sangam Hr.Sec.Samatipuram South Eastern Side CornerBuilding (2nd Classroom) - West Facing,K.N.P.M.Madurai Pillamar Sangam Hr.Sec.Samatipuram South Eastern Side CornerBuilding (2nd Classroom) - West Facing,"1.Madurai (C) First Mettu Street Ward 68 ,
2.Madurai (C) Second Mettu Street Ward 68 ,
3.Madurai (C) 3rd Mettu Street Ward 68 ,
4.Madurai (C) 4th Mettu Street Ward 68 ,
5.Madurai (C) Balamurugan Street Ward 68 ,
6.Madurai (C) Asuvathi Street Ward 68 ,
7.Madurai (C) Vallalar Street Ward 68 ,
8.Madurai (C) Nethaji Street Ward 68 ,
9.Madurai (C) Nethaji 4th Cross Street Ward 68 , 10.Madurai(C) Nethaji Street Main Ward 68",tamilaga vettri kazhagam,1.01010101010101
171,Samatipuram- 625010,K.N.P.M.Madurai Pillamar Sangam Hr.Sec. South Side Building from East to West (2nd Classroom) - NorthFacing,"1.Madurai (C) Nethaji 2nd Cross Street Ward 68 ,
2.Madurai (C) Nethaji 3rd Cross Street Ward 68 ,
3.Madurai (C) Shenbaga Nagar Ward 68 ,
4.Madurai (C) Muthu Nagar 4th Street Ward 68 ,
5.Madurai (C) Muthu Nagar 3rd Street Ward 68 ,
6.Madurai (C) Ganapathi Street Ward 68 ,
7.Madurai (C) Thiruvalluvar Street Ward 68 ,
8.Madurai (C) Ponmeni Main Road Ward 68",tamilaga vettri kazhagam,10.63174114021572
172,Samatipuram-625010,K.N.P.M.Madurai Pillamar Sangam Hr.Sec. Middle Building - SouthFacing - (Adjuscent Side of Office Building)From East to West 1st Classroom,"1.Madurai (C) Krishna Street Ward 67 ,
2.Madurai (C) Raj Nagar Main Road Ward 68 ,
3.Madurai (C) Raj Nagar Cross Street Ward 68 ,
4.Madurai (C) Raj Nagar 1st Cross Street Ward 68 ,
5.Madurai (C) Raj Nagar 2nd Cross Street Ward 68 ,
6.Madurai (C) Raj Nagar 3rd Street Ward 68 ,
7.Madurai (C) Soundharam Street Ward 68 ,",dravida munnetra kazhagam,1.103448275862069
173,Facing (Adjuscent side of office building) From East to West 3rd  Classroom,"K.N.P.M.Madurai Pillamar Sangam Hr.Sec. Samatipuram Middle Building, South","1.Madurai (C) Kanagabara Street  Sriram Nagar Ward 68 ,
2.Madurai (C) Mullai Street Sriram Nagar Ward 68 ,
3.Madurai (C) Mullai 2nd Street Sriram Nagar Ward 68 ,
4.Madurai (C) Kurunji Street Sriram Nagar Ward 68 ,
5.Madurai (C) Vadamalli Street Sriram Nagar Ward 68 ,
6.Madurai (C) Thamarai Street Sriram Nagar Ward 68 , 7.Madurai(C) Thalambu Street Sriram Nagar Ward 68 ,
8.Madurai (C) Manoranjitham Street  Sriram Nagar Ward 68 ,
9.Madurai (C) Sembaruthi Street Ward 68 ,",tamilaga vettri kazhagam,9.131075110456552
174,Samatipuram-625010,"K.N.P.M.Madurai Pillamar Sangam Hr.Sec.  Main Entrance, Rightern Side New Building - South, Facing From East to West 1st Classroom","1.Madurai (C) Roja Street Ward 68 ,
2.Madurai (C) Malligai 1st Street Ward 68 ,
3.Madurai (C) Magilampu Street Ward 68 ,
4.Madurai (C) Shenpagampoo 2nd Street Ward 68 ,
5.Madurai (C) Sevanthipoo Street Ward 68 ,
6.Madurai (C) Sammangi Poo Street Ward 68 ,
7.Madurai (C) Pandi Kovil 1st Street Ward 68 ,
8.Madurai (C) Kannan Colony 3rd Street Ward 68 ,
9.Madurai (C) Malligai 2nd Street Ward 68",tamilaga vettri kazhagam,6.036745406824147
175,Samatipuram-625010,"K.N.P.M.Madurai Pillamar Sangam Hr.Sec.  Main Entrance, Rightern Side New Building - South, Facing From East to West 2nd  Classroom","1 - Madurai (C), Sri Ram Nagar (Main Road) Ward 68
2- Madurai (C), Meenachipuram Theni Main Road Ward 67
3- Madurai (C), Sammattipuram Main Road Ward 68",tamilaga vettri kazhagam,2.642276422764228
177,Madakulam-625003,"Corporation Middle School , Center Block 1st RCC Building","1.Madurai (C) Sathyamoorthy Street Ward 71 ,
2.Madurai (C) Thirupathi Nagar Ward 71,
3.Madurai (C) Periyar Nagar Ward 71 ,",tamilaga vettri kazhagam,4.780876494023905
180,Madakulam-625003,"Corporation Middle School , west Block room no.5, RCC Building","1.Madurai (C) Madakkulam Main Road Ward 71 , (From Door no. 106-1 till last)
2.Madurai (C) Madakulam Main Road 2nd Kurukku Theru Ward 71 ,
3.Madurai (C) Madakulam Cross Street Ward 71
4.Madurai (C) Madakkulam Main Road 1st Kurukku Theru Ward 71
5.Madurai (C) Madakulam Nadu Main Street Ext. Roja Nagar Ward 71",tamilaga vettri kazhagam,1.838755304101839
182,Palanganatham - 625003,"R.C Ele. School, East Side Building st 3rd   Room, West Facing","1.Madurai (C) Keezhatheru Pasumpon Nagar Palanganatham Ward 74,
2 - Madurai (C), Madakkulam Main Road Ward 74",tamilaga vettri kazhagam,11.44508670520231
188,Madurai 625003,"Aurobindo Meera Matric School, L- C3 Room, Nehru Nagar Byepass Road","1.Madurai (C) Aringar Anna Street Ward 70  ,
2.Madurai (C) Manickavasagar Street Ward 70 ,
3.Madurai (C) Subramania Siva Street Ward 70 ,
4.Madurai (C) Kandhasamy Street Ward 70 ,
5.Madurai (C) Lakshmanan Street Ward 70  ,
6.Madurai (C) Ramakrishna Street Ward 70 ,
7.Madurai (C) VOC Street Ward 70 ,
8.Madurai (C) Santhanam Street Ward 70 ,
9.Madurai (C) Sundararajan Street Ward 70 ,
10.Madurai (C) Kalaingar Street Ward 70  ,
11.Madurai (C) Vanjinathan Street Ward 70 ,
12.Madurai (C) Annai Therasa Street Ward 70 ,
13.Madurai (C) N.S.K Street Ward 70 ,
14.Madurai (C) Vallalar Street Ward 70  ,
15.Madurai (C) Seyon Street Nehru Nagar Ward 70,",tamilaga vettri kazhagam,1.300578034682081
194,Palanganatham Main Road-625003,"Somasundara Bharathiyar Corporation Higher Sec School   , North Block 2nd Building","1.Madurai (C) Kambar Cross Street Ward 74 ,
2.Madurai (C) Kaliamman Kovil Street Ward 74",tamilaga vettri kazhagam,3.090507726269316
199,Nehru Nagar Bye Pass Road-625003,"Aurobindo Meera Matric Hr Sec School   ,North Building, LKG 'A' Section","1.Madurai (C) Duraisamy Nagar Main Road  Ward 70 ,
2.Madurai (C) Swarupvihar Duraisamy Nagar Main Road Ward 70
3.Madurai (C) Duraisamy Nagar Aswini Street Ward 70 ,
4.Madurai (C) Duraisamy Nagar Shalini Street  Ward 70 ,
5.Madurai (C) Duraisamy Nagar Jawahar Cross Street Ward 70,",tamilaga vettri kazhagam,1.068702290076336
200,Byepass Road-625003,"Swathi Matric School, South side Building, 1st Class Room","1.Madurai (C) Jegan Apartment Thai Mookambikai Nagar Ward 70 ,
2.Madurai (C) Bagavathi Street Duraisamy Nagar Ward 70 ,
3.Madurai (C) Velmurugan Nagar Vaigai Veethi Ward 70 ,
4.Madurai (C) Velmurugan Nagar Gangai Veethi Ward 70 ,
5.Madurai (C) Velmurugan Nagar Kaveri Veethi Ward 70 ,
6.Madurai (C) Narmadha Veethi Ward 70 ,
7.Madurai (C) Thamiraparani Veethi  Ward 70 ,
8.Madurai (C) Aparna Enclavement Ward 70 ,
9.Madurai (C) Velmurugan Nagar Nandhini Street Ward 70
10.Madurai (C) Srinivas Apartment Velmurugan Nagar Ward 70 ,
11.Madurai (C) Abarna Garden Nandhini Street Velmurugan Nagar Ward 70",dravida munnetra kazhagam,3.129445234708392
205,R C C Main Building Nehru Nagar Byepass Road Madurai -16,Swathi Matric School,"1.Madurai (C) Indragandhi Street Ward 74 ,
2.Madurai (C) Bodi Line Ward 70 ,
3.Madurai (C) Thiruvalluvar Nagar Ward 70",tamilaga vettri kazhagam,8.646616541353383
206,East Building 3rd Room From North Side Byepass Road,Swathi Matric School,"1.Madurai (C) Neethi Nagar Ward 70 ,
2.Madurai (C) North Street Ward 74 ,
3.Madurai (C) Bye Pass Road Ward 74
4.Madurai (C) Erikarai Street Ward 70  ,
5.Madurai (C) Navarathina Veethi Ward 70 ,
6.Madurai (C) Vallalar Street Ward 70 ,
7.Madurai (C) Seenivasa Street Ward 70 ,",dravida munnetra kazhagam,1.165501165501166
207,Palanganatham-625003,"Corporation Ele.School  ,New Kalyana Mandabam South Side 1st
Building","1.Madurai (c) Kaliyamman Kovil Main Veethi Pasumpon Nagar Ward 74 ,
2.Madurai (C) Pasumpon Thevar Street Ward 74 ,",tamilaga vettri kazhagam,5.119453924914676
208,Palanganatham-625003,"Corporation Ele.School, North building, Towards east to west 3rd room","4.Madurai (C) Vivekanandhar Street Ward 74 ,
5.Madurai (C) Rajaji Street Ward 74 ,
1.Madurai (C) Avvaiyar Street Ward 74 ,
2.Madurai (C) Valliammai Street Ward 74 ,
3.Madurai (C) Salai Nagar Ward 70
6.Madurai (C) Thiruvalluvar Street Ward 74",tamilaga vettri kazhagam,4.713114754098361
209,Palanganatham-625003,"Corporation Ele.School  ,North Side","1.Madurai (C) Nehruji Street Ward 74 ,
2.Madurai (C) Maruthupandiyar 1st Street Ward 74 ,
3.Madurai (C) Balakrishnan Mudaliar Street Ward 74 ,
4.Madurai (C) Ponnandi Street Ward 71 ,
5.Madurai (C) Yogiyar Nagar Ward 72",tamilaga vettri kazhagam,3.435804701627486
210,Palanganatham Main Road-625003,"Somasundara Bharathiyar Higher Sec School   ,South Building",1.Madurai (C) Neelakandan Kovil Street Ward 74,tamilaga vettri kazhagam,8.24891461649783
211,Palanganatham - 625003,"R.C Ele School, West Side Building st 1st Room, East Facing","1.Madurai (C) Thandakaranpatti Main Veethi Ward 71 ,
2.Madurai (C) Thandakaranpatti 1st Cross Street Ward 71 ,
3.Madurai (C) Kaliyamman Kovil Street  Ward 71",tamilaga vettri kazhagam,7.01058201058201
213,Madurai- 625003,"Ruby Higher Seconday School , West Side Building 1st Room,
East Facing , Palanganatham","1.Madurai (C) R.C Kovil Main Veethi Ward 71 ,
2.Madurai (C) Thiruvalluvar Nagar 6th Cross Street Ward 72",dravida munnetra kazhagam,6.083086053412463
214,Madurai- 625003,"Ruby Higher Seconday School , West Side Building 2nd Room, East Facing , Palanganatham","1.Madurai (C) Kaliyappa Nadar Veethi Ward 72 ,
2.Madurai (C) Thiruvalluvar Nagar 7th Cross Street Ward 72
3.Madurai (C) Thiruvalluvar Nagar 8th Cross Street Ward 72
4.Madurai (C) Thiruvalluvar Nagar 9th Cross Street Ward 72",tamilaga vettri kazhagam,6.136680613668061
